NA	sentiment	tweet
2.56136E+17	neutral	"So like next semester the music will progress to Dashboard Confessional, Taking Back Sunday, and Brand New?"
2.641E+17	positive	Galaxy Tab 2 10.1 coming to Sprint with LTE on November 11th: Good news for Sprint customers in th... http://t.co/NTggQfWM #android#tech
2.63703E+17	negative	2Nd the fuck of all Georgetown has been running this same offense for like 10 years. These muthafuckas can't even win the Big East
2.6247E+17	negative	Renewed fighting rocks Syria - An early morning explosion rocked the flashpoint city of Deir Ezzor on Saturday in an... http://t.co/dJq9UVQ4
2.62648E+17	negative	Bayern Munich coach Jupp Heynckes insists his side won't be fazed by the shock loss to Leverkusen on Sunday - http://t.co/E0ctlsyA
2.57751E+17	neutral	"Did you see us in the Gazette on Saturday? If you missed it, here is the electronic version http://t.co/UyyLQY4n"
2.4585E+17	neutral	<Tech News> Apple's iPhone event: Join us Wednesday (live blog) The Lam Research Theater at the Yerba Buena Center for the Arts in San Fr
2.63813E+17	negative	"Juniors playing powderpuff, if you aren't at practice tomorrow you will NOT play, it starts at 5:30pm, hope to see you there!"
2.60824E+17	negative	"@SullyCNBC didn't iPOOP just came out with 3rd gen IJUNK not to long ago? why the 4TH??? CUZ they CAN NOT compete with SAMSUNG, ASUS,NEXES.,"
2.63713E+17	positive	I let @ellezirk3 convince me to go to the Queen Mary with her tonight. and we both have class at 7 a.m. tomorrow. #yolo
2.29247E+17	positive	Samajwadi Party may patch up with Trinamool Congress: SP sources affirm that party chief Mulayam Singh Yadav is likely to patch up wi...
2.62923E+17	neutral	Cuse is canceling class after 1ish today and all day tomorrow #BreakingNews
2.62586E+17	negative	"It's only the 4th minute but Eden Hazard already knows he made the wrong decision, hehe #MUFC #BPLonFOX"
2.61782E+17	neutral	There are no articles any more that dream about the cities of tomorrow.  ~ Dr. Neil deGrasse Tyson
1.94378E+17	positive	OMG. Jun featured in Prepix new MV? Release tonight?! FYEAH.
2.38788E+17	positive	"less than 24 hours before the 2012 season begins, hope to see you in Gregory Gym tomorrow night at 6 p.m. #HookEm #PointTexas"
2.51443E+17	negative	"@HarrietOllerton Cant believe we didnt even take a trip to the beds today, PALEY saturday now me defo boooooo"
2.49439E+17	negative	"Sup Universe? If Crows lose tonight and Belfort loses tomorrow, I will go Jason Russell on the streets of Adelaide. Don't let this happen."
2.56107E+17	neutral	"Maude Barlow is coming to North Carolina Oct 18. Hear her talk about Future of Water in NC!  STARworks Center, Star NC. http://t.co/PmAdJSn7"
2.55551E+17	positive	@_BiancaAng I got myself Alli Simpson shoes you'll see them on Wed-Nes-Day ((but srsly I did oMG))
2.64151E+17	neutral	"So Halloween got moved to November 5th? That's a Monday, yeah no thnx. I'd rather just dress up as a candy cane for Christmas."
2.50599E+17	negative	"Galaxy S II can be wiped by just clicking a link, other TouchWiz devices may also be vulnerable"
2.6024E+17	negative	@sqorgar and then there are shows that durdle around between neat and terrible/generic the 1st season then get cancelled (Terra Nova)
2.59135E+17	positive	Can't wait until it's Halloween! Def my fav holiday with St. Patrick's a close 2nd. What can I say? Drinking holidays are awesome! Lol #Lush
2.6101E+17	positive	Looking forward to spending the last night at a luxurious hotel though. Hot Springs. Then we're back Friday night
2.63556E+17	neutral	"Dungeness Crab Sport Season Opening This Saturday: MOSS LANDING, Calif. - Fisherman along the Central Coast are... http://t.co/LeuKESYS"
2.61902E+17	positive	I may or may not have gone all the way to Hot Springs just for this.. #noshamenogame #ilovefood http://t.co/eYtWMExJ
2.59664E+17	neutral	Every Saturday is St. Patrick's Day at Welsh Road with Live Irish Music! BALLINA today w/ $3 Guinness Pints from 3-7 http://t.co/tDbnUT1w
2.60784E+17	neutral	Standing by to watch the Apple Special event live: http://t.co/cld2MfUw
2.41874E+17	negative	"And whilst listening to Dashboard with a hangover, I may as well slit my wrists"
2.56567E+17	negative	"@RevBhoyULTRA i'm more upset by the racist, stereotypical shit that every fucking store under the sun sells around St. Patrick's day."
2.32788E+17	positive	The bands Gladstone hotel last Friday. Pretty luxury considering what we've slept on in the past!  http://t.co/pAQPAbIn
2.54818E+17	neutral	Espindola double rocks Galaxy: The star-studded Los Angeles Galaxy may have to face one more game in the MLS Cup... http://t.co/g0xRIA1U
2.06537E+17	positive	Great progression in teacher trainees at Bridging the Gap this weekend - well done! See u tomorrow at One More Breath at Nat Christie!
2.63035E+17	positive	"@bigmacfishes Definitely starting my weekend with Rickard's Cardigan, several pounds of wings and Monday Night football."
2.377E+17	positive	"The Vintage Club at Indian Wells.  Ranked 21st in the state by Golf Digest, this place was so exclusive when it... http://t.co/0Kbsh9NI"
2.64115E+17	neutral	"Don't forget about Daylight savings time!   Daylight savings time ends on Sunday November 4th, at 2:00 AM. The... http://t.co/GqRtWaWt"
2.60872E+17	negative	@appletweets apple is about to lose my business. I recently bought this iPad may 31st... You come out with new iPad and discontinue ipad3!!!
2.60928E+17	neutral	Might be going to the Seaholm powderpuff tomorrow
2.64163E+17	neutral	"Starting tomorrow through the weekend, at the York Fall Home Show at the York Fairgrounds/Expo Center, you can... http://t.co/sitdA6gI"
1.68794E+17	neutral	"Passionate about CNIS' work, be a rep at Ten Thousand Villages in your hometown on Mar 8 - Steinbach 355 Main Street"
2.6391E+17	negative	Casinos in Atlantic City closed since Sunday because of Sandy. What did the pathological gamblers do ?
2.53502E+17	negative	Chandy rules out ban on toddy: Chief Minister Oommen Chandy said here on Wednesday that the government was not i... http://t.co/gTTA9rAq
2.50656E+17	positive	The Craft Awards are happening next week on October 4th at the Gladstone Hotel! Invite all your friends and get... http://t.co/Jte7Suy1
1.59201E+17	positive	I liked a @YouTube video http://t.co/dSPcjWDB THSK - 4th Live Tour 27/31 - We are + Break up the she
2.63307E+17	neutral	"Journalism students, there will be an Association of Black Journalists (ABJ) meeting TOMORROW at 6:35 pm in the SJGC Lecture Hall. Be there!"
2.627E+17	positive	"@emma_duerr8 Apples are tasty, I'll text you tomorrow then good plan"
1.94185E+17	negative	@Connor_Howieson went to work on Saturday and someone had spray painted 'Kony 2012' on the side of royal high school haha poor effort
1.78414E+17	negative	I think I may have accidentally linked to @Gethenian the other day on International Women's day. I am terribly sorry to anyone offended.
2.63713E+17	positive	I'm soooooooo goin to my Chicago bulls game on Feb 1st against the nets. Epic!!!!!! I need a date though
2.64131E+17	negative	November 1 & I'm off beer until St. Patrick's Day. I didn't think I would be hitting the bourbon on day 1 though. Rough day.
2.61571E+17	positive	It was good tonight we are all happy about the 3 points against Bilbao! Now we have a big game at sunday against... http://t.co/IazsjiXO
2.63354E+17	positive	Queen Mary tomorrow night with the crew. Rolling Deeeeeep! Ditching class so i can shake my ass(x lol
2.641E+17	positive	Galaxy Tab 2 10.1 coming to Sprint with LTE on November 11th: Good news for Sprint customers in the mark... http://t.co/4tytqhc2 #Mobile
2.6176E+17	neutral	Boom! 1st post Bilbao night half marathon 9km. I just finished a 9.02 km run with Nike+ Running. http://t.co/W6xFbEzN #nikeplus
2.10638E+17	positive	International Women's Day which fall on 8 March made an international author shared tips to all the women on what makes French women so good
2.40478E+17	positive	@ditzkoff  Can't wait to see your interview with Craig Ferguson at Paley in October. He's extraordinary.
2.63819E+17	negative	I got tickets to the NC State game saturday and nobody to go with..
2.64187E+17	negative	@Allie_cat10 it's not Friday! And all of Marshall's talking when u can't beat out freshman team! They couldn't even score
2.64068E+17	positive	"come hang with us tomorrow at 1047 e. alameda dr in tempe! show starts at 6, and theres a keg so you best be there."
2.54576E+17	negative	"SP to support UPA, but oppose anti-people policies: Samajwadi Party on Saturday said it will continue to oppose ... http://t.co/1aCzPHGX"
2.36237E+17	positive	"Spotted!  Dennis Kucinich and wife on 17th and R...as it often is his hand is resting on her, how shall I say it, derrier"
2.58506E+17	negative	@4everlove2ss501 I'm talking about what happened between Hyung Jun and U-KISS. Some KissMe accuse us of disrespectful
2.64175E+17	positive	"Attention Romo haters. Guess who is the 4th highest career qb rating all time? That's right..higher than Manning, Brees, Warner, Montana etc"
2.45676E+17	neutral	"Gizmodo: Here are two photos from tomorrow's Apple even  @ Yerba Buena Center for the Arts San Francisco, CA http://t.co/5IKCe6hA"
2.32849E+17	positive	@wendytalksback @audioboo  A.B.O.D Parade past Ardoyne shops on Sat. If we cum down on Boris Bikes will the Shinners be o.k ? Lol
2.62051E+17	positive	"ACT Tomorrow, then spending the day with my hunny <3"
2.55228E+17	positive	The a sun is shining over the Eternal City!! It is a perfect day for a lovely stroll through the stunning Imperial... http://t.co/dXUeQM2m
2.59509E+17	positive	Gotta take the TAKS test on Monday should be a breeze it's just english
2.64186E+17	positive	Bib# 5886! Look for me during the Two Cities Marathon this Sunday! Running from Clovis to Fresno! I got this!!!
2.59226E+17	neutral	"Next week on #thelivingroom: volcanoes in Vanuatu, luscious lasagne & a seventies style-over! See you at 7.30pm next Friday on @channelten!"
2.13186E+17	positive	"DiViNetworks Gets the Green Light From China Telecom: BEIJING, June 14, 2012 /PRNewswire/ --China Telecom's Guan... http://t.co/9GoOrG7o"
2.58436E+17	positive	@WakeyWakey can you please come to SXSW in Austin in March?I've wanted to see you for years & it would be amazing if you played a show here!
2.61027E+17	positive	"Bersani, supports stability agreement to secure government: (AGI) Rome, October 24 - Tomorrow the agreement on t... http://t.co/ew0JWQgD"
2.54431E+17	negative	way too amped to sleep right now. it is physically impossible for me to take the SATs tomorrow
2.60804E+17	positive	"how he should rejoin his companion, who was awaiting him at  Rome.    He set out, and on the Saturday evening reached the Eternal City by"
2.60992E+17	neutral	Ricky Burns to make WBO title defence against Liam Walsh on big December show in London: http://t.co/zxgCwk8s #boxing #boxingheads
2.54411E+17	neutral	I would do almost anything to not have to take the SATs tomorrow
2.61813E+17	neutral	"The Pacers are counting on Paul George to step up, Gerald Green and DJ Augustin are your adds... Nat 2nd in the East, son."
2.12937E+17	negative	I'm wearing my Kony 2012 shirt for the 1st time. I feel lame lmao :/
2.55223E+17	positive	Check http://t.co/xiyAwvwt for all the reaction to Saturday's 2-1 win over Bolton Wanderers #Millwall
2.63701E+17	positive	I'm really excited for when #Community's Halloween episode airs sometime in the middle of March. Just in time for St. Patty's Day!
2.62954E+17	positive	"Hope to see you tomorrow night! Come to Farmington Hills, MI to learn about our agency ownership venture http://t.co/ofDDI9b9 #entrepreneurs"
2.64054E+17	neutral	Another 4 hours of Science tomorrow before I'm at my grandma's for three days and KWVR for the HST and Standard 4 on Saturday! #WeekendPlans
1.78301E+17	positive	Got my Mystic on just yesterday :) @htansatlanta: #Tan for #FREE @ any Hollywood Tans salon in Atl TOMORROW 3/10! Call 866-970-8267
2.51144E+17	negative	Tomorrow im either gonna look like a crippled redneck or a drunk idiot on st. patty's day. Regular costumes just don't cut it
2.24455E+17	positive	"@itsAishaAmiri forget tanning in the sun. Come to Hollywood Tans and get your bronze on in just minutes... Saver, Faster and Private!"
2.5721E+17	positive	"@kelseyrprice Yea but since it's such a short notice, B/G is the simplest thing to do. Haha but Decades Tuesday don't sound too bad."
2.64186E+17	positive	"One class tomorrow, done at 11 and then going home. Ready to witness an Oklahoma upset on Saturday! #cyclONEnation"
2.63449E+17	neutral	"LATEST | Myrtle Beach tennis holds serve, advances to Lower State final: On a chilly Tuesday night, the Myrtle B... http://t.co/73J85IKC"
2.6408E+17	positive	I just realized its November 1st. Which means its the first day of the new law to have open carry in Oklahoma. HAPPY OPEN CARRY DAY!!!!
1.7764E+17	positive	At my final IWD event. Bring on the bubbles! #IWD
2.44947E+17	neutral	@DaRealKevaughn I'm just now gettin things finalized plans but it's September 29th at cafe Asia
2.45737E+17	neutral	Picnic tomorrow for International Women's Friendship Month with my date @paigeshuffler :D #KD
2.64142E+17	positive	@Kelly_Buxton I wanted to come to York with you guys on Sunday but I'm working!
2.06373E+17	neutral	Simon's one enforced change sees Alex Smithies replace Ian Bennett - it is his first start since Bournemouth on April 9 #htafc
2.34567E+17	positive	"Good morning from the Eternal City where the sun is shining and world is well. Proud of my @TeamGB shirt, the Union Flag, and #Yorkshire."
2.62366E+17	positive	@lonelyplanet the 6th edition was great too! i traveled around 5 islands in Vanuatu & New Caledonia
2.30429E+17	neutral	"I will be a guest on Anthony Zepeda's radio show, Bridging the Gap,  tomorrow night 9pm est on... http://t.co/NwGFwfl0"
2.61464E+17	positive	I'm officially done with all of my exit level TAKS. Lets just hope I don't have to retake any in March. #2013
2.26397E+17	positive	"Game V Bolton on the 31st looking forward to it, not played a competitive match in ages!"
2.60107E+17	negative	"[Tempo] Vanuatu quake | A strong 6.2-magnitude earthquake rattled the South Pacific island of Vanuatu Sunday, seismo... http://t.co/xoSnYLyj"
2.38497E+17	positive	"Having complimented Peter Garrett yesterday for his suit, I fear he's worn the same one today. Hope it's the 2nd pair of pants. #qt"
2.64148E+17	positive	@SSalo316 as in Colton? Lol but okayyy (: lemme know. I may be living in the library tonight studying for this exam :/
2.64115E+17	negative	"Still yet unanswered, are the SATs still on for Saturday?"
2.40336E+17	neutral	"Planning has begun for International Women's Day on the 8th of March.  Actually, we're working with Kogarah... http://t.co/LsL4sPo0"
1.97071E+17	positive	"Council of Canadians chairperson Maude Barlow set to speak May 24, 7 p.m., at the Lambton Inn in Sarnia. Topic, saving the Great Lakes."
2.54172E+17	positive	Carine Roitfeld's Paris Fashion Week ball with @MACcosmetics? Completely divine... http://t.co/25JptOe4
2.64123E+17	positive	"Actually, I'm just ready for Taco Bell tomorrow for lunch. #fattweet"
2.64144E+17	negative	"My mom makes tacos every Thursday, and it gets gross, why can't we have Taco Bell? :/"
2.62014E+17	neutral	The Hustlevania video is going up on WorldStarHipHop on Sunday but u can check it out before that tomorrow  #Halloween #horrorsquad #BayArea
1.78311E+17	neutral	A's newcomer Yoenis Cespedes will make Cactus League debut on Saturday: By Carl Steward PHOENIX -- It's finally ... http://t.co/1cHR5yWA
2.55223E+17	neutral	"Come along to 'Business in Crisis' at the Conservative Party Conference tomorrow, 6:30pm, Jurys Inn, Birmingham http://t.co/Z6eZNvK8"
2.49245E+17	neutral	Rahul Dravid holds the record f two 300+ partnership in odi's....1st is with Saurav Ganguly f 318 agnst SriLanka... http://t.co/GZnlwCxd
2.4866E+17	positive	Why Mulayam Singh Yadav's Samajwadi Party may not dump the Congress after all
2.30289E+17	neutral	"TBS presents a blues series at the Melody Bar in the Gladstone Hotel. August 2, Steve Strongman will be performing two solo acoustic sets."
2.63968E+17	neutral	@Joey7Barton What you think of liverpool? Bet   rogers sat on Santa's lap at xmas asking for a new job.3 points on Sunday 4 the toon
2.63477E+17	neutral	"Check out #5 in the conference power rankings! We're coming for you next, Big Ten. #MACtion http://t.co/bZcZd9h9"
2.53287E+17	neutral	1st photo with my Galaxy S II and my gfs little rotten apple http://t.co/0TJCTnVe
2.64217E+17	neutral	Post Edited: Siri vs. Google Voice Search: may the best robot helper win http://t.co/n3fPUSe4 #review #Siri #theidoctor
2.39488E+17	positive	Alright #ymm! Tonight I champion Shoeless Joe at #ymmREADS! C'mon out and find out how a shoe gal can defend a book with that title ;)
2.64244E+17	neutral	"starting tomorrow, i'll go through tim's drive through everyday & ask for a candy cane hot chocolate until the day they finally give me one."
2.47921E+17	positive	"Apparently, ARTPOP is said to be released on March 8th, which turns out to be International Women's day! GET READY!"
2.53352E+17	negative	I have HSPA tomorrow why the fuck am I awake ?
2.63314E+17	neutral	"Hi all, Its our Halloween show on Radio City tomorrow night I will be with special guests Sacha and Elaine on the... http://t.co/eEb0WhKn"
2.60784E+17	positive	Looking to enjoy your FALL in the RAW? Join Marni and Carol Belmont for an inspiring evening at Belmonte Raw Wed night! http://t.co/2vnKLXOX
2.35537E+17	positive	Jose Iglesias with 2 AMAZING plays in a row. going derek jeter on the 2nd
2.63449E+17	positive	"I was just informed that DST is on Sunday? Spring ahead, FALL BACK! *hops on organ*"
2.62484E+17	positive	"SBS Strong Heart 'Goodbye Leeteuk Special' with SJ, TVXQ, SHINee's Jonghyun & Taemin will be broadcasted on November 6th,13th! cr: @mamiself"
2.60794E+17	neutral	"#FootballNews The 38-year-old left the Eagles to take charge at Bolton Wanderers on Tuesday, and Jim K... http://t.co/zvIKJn9J #tfb #taf"
2.53452E+17	neutral	Thousands of Cosatu members have  gathered at the Orkney Stadium in Rustenburg ahead of a march to Anglo Gold Ashanti's offices - report
2.49945E+17	positive	"@Jaackkemp wooooooo, getting drunk on a Wednesday night with Jack Kemp, basically a dream come true."
2.61913E+17	positive	@Thellmmaafg I'm going to queen Mary today but tomorrow I can!!:D
2.50894E+17	neutral	Raekwon Macauley is 15 and went missing from Mitcham on 13 September. Please share the link and help us find him. http://t.co/xhHb4ghk
2.51847E+17	neutral	@1Derful_updates  You have updates to MSG but what about Comcast Center or Mohegan Sun Arena
2.46341E+17	positive	"@michellekrusiec hey Michelle, hope u r well, I just watched Saving Face 4 1st time, what a lovely film, well done u! Xxx"
2.63147E+17	neutral	"I've been instructed by Bucky to make both an Oreo cake and Oreo parfaits tomorrow. What a busy,busy bee I am."
2.63581E+17	neutral	Wanna have your say on the Atlantic Strategy? Come to Bilbao on the 12th http://t.co/exks7UTx #atlanticforum
2.17812E+17	positive	@DanKretchman 4th is just great bc it's like St Pattys just MERICA #canttouchthis
2.61396E+17	negative	(cont.) weeks and Hyung Jun didn't even perform on the major music shows
2.63812E+17	neutral	@SpikeAlbrecht is starting Thursday for the Michigan Wolverines in place of Trey Burke. #RegionPride #IguardedYouInPractice
2.36902E+17	positive	"POP Bottles make Luv (THUG Passion) RED Bottoms , Mon Clare (High Fashion)"
2.64201E+17	positive	JUNIORS! Class shirts are on sale now. $10. Please give the money to @TeeAaaCeeX3 ASAP. Preferably by the end of Monday!
1.73993E+17	positive	"Sharmeen Obaid Chinoy, we are proud of you, Saving Face, won at the 84th Oscars in Los Angeles  Read more: http://t.co/vwH4GBqh"
2.54532E+17	positive	SUNDAY ANNOUNCEMENTS FROM THE YOUTHS  1.youths want to thank Elder Opit and experts from USAID for the wonderful... http://t.co/IKxnxNIv
2.63778E+17	neutral	"Meek Mill, Boobie Gibson & Derrick Rose were in the same 6th grade class."
2.58305E+17	neutral	"Friday Oct 19th and Saturday Oct 20th At Club Paradise,Its going down for MCA Homecoming weekend.Hosted by @IAmJahi x1 http://t.co/INV2DfGd"
2.63021E+17	neutral	CME will reopen index futures & options today at 5:00 PM CT and close tomorrow morning at 8:15 AM CT for both the trading floor & Globex
2.61461E+17	neutral	"(Phone Arena) LG may update the Optimus 2X to ICS after all, releases source code http://t.co/5At9DDpL"
2.61425E+17	positive	@TheCab  Gonna be on a bus for hours tomorrow...think I'll get The Cab pumping the whole way Xx
2.64076E+17	positive	Come down and laugh tomorrow at Loon Lake Bar and Grill in Waterford MI. With Me and the Mowtown Laugh Kings.
2.6027E+17	neutral	Just one of the songs to expect during THE FRAY's concert in Smart Araneta Coliseum on November 10. This is off... http://t.co/BUVMOlcM
2.56493E+17	neutral	Would it be crazy if I asked to go to Washington DC Nov 17 for the Joseph Kony march?
2.64202E+17	positive	Omg I'm so excited for the Colts vs. Jags game next Thursday! #NOT
2.1771E+17	negative	"Sadly, the Vokle live webcasting site isn't functioning reliably. I'll video tape Wednesday's Runnin' Nekkid... http://t.co/nWSeULRn"
2.58642E+17	neutral	"MT @LccSy #Syria, Deir Ezzor: Mahmud Aboud Alhaji was martyred due to heavy shelling on the city's neighborhoods.  Wednesday, 17 October."
2.33454E+17	neutral	Wasn't there an International Women's day on the 8th of March too?
2.59938E+17	positive	@iShawnsta righhttt. Well in that case we better be celebrating St. Patrick's day in Dec too.
2.64235E+17	positive	"@evanmatheney You may like this. Dude from Dashboard Confessional, playing with a band that he started awhile back. https://t.co/c49uonCC"
2.63197E+17	positive	@dionwaiters3 good luck on Thursday. I know a lot of Cuse fans who are gonna be following you & the Cavs very closely & supporting you guys.
2.23126E+17	neutral	"Back to Edmonton, Canada!...who's going!.... July 21st muddafuggaz! http://t.co/Ve0s5cZv SHANNON LETO VIA TWITTER... http://t.co/8rrRXmF9"
2.64136E+17	neutral	On November 11 Sprint will start selling the Galaxy Tab 2 with LTE with a price tag of $549.99
2.58212E+17	positive	"Anna Kendrick may be the only good thing that Twilight produced :)). I mean, she was amazeballs on Up In The Air hahaha!"
2.58983E+17	positive	If you like games the Game On Austin sponsored by SXSW Gaming October 25 will be exciting.  http://t.co/8vzvMY5j
2.62595E+17	positive	"c'mon chelsea, even bilbao handles united and u r able to handle #Barca so do it for me, pls"
2.5891E+17	positive	"SBC Red Lions clinch win first finals game over the Letran Knights, 62-60. Next game will be on Saturday, 6pm @ Smart Araneta Coliseum."
2.59701E+17	positive	"Joseph Kony, despite the catapulting Hollywood's depiction, I'm praying for you. That you may find Jesus so we can worship together"
2.58613E+17	neutral	#mubb picked 7th in the preseason BIG EAST coaches poll. No individual honors for Buzz Williams' squad. L'Ville's Peyton Siva preseason POY.
2.64178E+17	positive	Huge fight in the Chargers game! Good game for two medicore teams. Next Thursday we get Colts.vs Jags...ugh
2.63359E+17	positive	Mark Cuban: Apple TV Is a Pipe Dream And why the HDNet founder thinks that may be a good thing (M... http://t.co/dSHVMC2T #Tech #Gadgets
2.63681E+17	positive	tonight at midnight ENDS Sober October - and it's Halloween! look out Myrtle Beach! ;)
2.62717E+17	positive	@SallySquirrel95 LOL! Schedule for today the 3rd of August: Visit Kim Hyung Jun's Birthday Party (G.O). Don't think so! xDDD
2.58269E+17	neutral	So...Cafe Asia might be the move for Saturday...
2.61568E+17	positive	Great day in Minsk yesterday with time in a nearby suburb-village. Today we connected with some friends in Grodna. Heading to Kyiv tomorrow.
2.48194E+17	positive	"Just for clarification, Spock is referring to time travel in that quote, it which might be possible by Gingrich's 16th year in office."
2.4554E+17	neutral	Do you know what is happening tomorrow at Yerba Buena Center in San Fransisco? #iPhone5 #iPhone5 #iPhone5 #iPhone5 #iPhone5 #iPhone5
2.6421E+17	neutral	November 1st - Kicking it off the start of the Holiday Season w/ Love Actually followed by Dashboard Confessional for the loneliness.
2.54244E+17	neutral	"From the ARRL - The K7RA Solar Update: A coronal mass ejection (CME) hit the Earth on September 30, triggering a... http://t.co/qABJkRa9"
2.03777E+17	positive	"@CharlieWaters I laughed a little, but not sharing them out with anyone. Will the weather be good tomorrow for Boris Bikes?"
2.64167E+17	neutral	Sunday marks the end of Daylight Saving Time. Remember to turn your clocks back one hour before going to sleep... http://t.co/Z3br5XhK
2.38707E+17	neutral	Want to keep Bucks' rookie John Henson company as he visits Lambeau Field Monday? Click to enter sweepstakes. http://t.co/HPROKzoQ
2.63157E+17	negative	Kirko Bangz is the weakest nigga in the game i smoke weed with that nigga in 8th grade off  edgebrook i thought he was lame then n still do
2.58387E+17	neutral	Mitt: I want unicorns. And to regrow dinosaurs. I want 25/7 St. Patrick's Day. And every month is March. #ohwaitthatsmydreamwishlist
2.63279E+17	negative	"San Jose, Calif.-based eBay (NASDAQ:EBAY) announced the job cuts in a statement Monday morning. Most of the job eliminations would be fro..."
2.32518E+17	positive	"@SaveTatton Perfect day at Peover Park yesterday. Lots of fun, sun and more dogs than Crufts. Nice man bought Knutsford bear from KHC stand."
2.60942E+17	positive	"Hottest ticket in town for the week: Game 3 of the NCAA Finals on Fri, Oct 26 at 1pm at the SMART Araneta Coliseum."
1.92303E+17	neutral	@aTiQaHyOjiN babe give me the link to THSK official site where I can see their may schedule
2.63642E+17	positive	"Happy Halloween, Juniors! Be sure to STAY ON CAMPUS today! Help us gain class points, as we are currently tied with seniors for 2nd!"
2.63961E+17	negative	"So sad to see the Broadwalk in Atlantic City destroyed, we were only there back in April - hope they can rebuild it #AtlanticCity #Sandy"
2.62717E+17	negative	We 10th cuz the ACC is garbage. Big East has tore them up all year
2.52165E+17	negative	It's endorsement season. You'll want to read tomorrow's Indian Wells editorial. I'm thinking upset @mydesert
2.56628E+17	positive	"Tomorrow night: gonna try to do DMs to Austin Mahone, Cody Simpson, & Alli Simpson for the people that want them! (: Late night though!"
2.61756E+17	neutral	"@Dandeliongirl01 Calling Kofi Annan right now....hang in there, it's Friday.  Oopsie, it's half-term Friday....scratch that."
2.56004E+17	positive	Maroon5 and The Cab make me crazy!!! when I went to see they concert on last monday. I love you guys!! \(^o^)/
2.54715E+17	negative	jason russell interview with Oprah is Sunday ... Let see if the gay question comes up. Because him being in the closet it just sad.
2.49569E+17	neutral	It was fought in the 208/9 AD between the allied forces of the warlords Liu Bei and Sun Quan and the superior forces of the warlord Cao Cao.
2.64213E+17	negative	Shiiiiit my SATs is on Saturday. I'm going to fail. :c
2.54094E+17	positive	IRG may be laughing all the way to the bank but USAID has done next to zilch for Pakistani power consumers. http://t.co/jKZ4XbeA
2.36272E+17	positive	birthday sex is on MTV Hits. this makes me think about 6th grade lmfaooo
2.01843E+17	positive	@This_is_Caz BRILLIANT!! The reds just have class! Did your sun play at Sunnybank on Sunday?
2.58001E+17	negative	Omg wtf FML. Can't sleep. College tomorrow and a presentation on the St. Patrick's Day campaign for the Guinness Storehouse..Just want SLEEP
2.34593E+17	positive	"London yesterday was amazing, sun beer, hyde park, mexicans. Brazilians, boris bikes just incredible day"
2.5106E+17	positive	Aye @HitmanHolla yo 3rd round was really ah definition of ah muthafuckin body like usaid.... Kmsl that the best ending ever
2.23354E+17	positive	"@stevebartram1 Remember thinking it was indicative in March 2003: brilliant v Juve midweek, struggled v Bolton on Saturday. Great player tho"
2.58286E+17	neutral	Good news: Snow reported in the Cascades!  Bad news: It is in Washington state - http://t.co/6PRqfKsd
2.64205E+17	neutral	I'm just trying to get that Derrick Rose SAT score....
2.64018E+17	negative	@Nike_Wearer the ACC had a team ranked 3rd guy. Florida State. Until they lost to NC State. ACC so underrated.
2.47652E+17	negative	"@SheStayMIA lux was super dry even with Lebron & Saturday I went to Cafe Asia, super lame!!! I'm getting too old for this shit"
2.63359E+17	positive	Mark Cuban: Apple TV Is a Pipe Dream And why the HDNet founder thinks that may be a good thing... http://t.co/MbASAnnw http://t.co/ES6H34Zx
2.38044E+17	neutral	@_no_days_off @MeatslangaBaby @MilesCornell @Dash_09 @DJMellyMel25 @Iam_San_tana Pro Day is tonight at Tundra. Combine is Friday
2.62586E+17	positive	We hope you're enjoying your Sunday morning at LCC. Tweet about the service using the hashtag #lcclife.
1.78E+17	positive	"If the Lakers still had Jordan Farmar,Trevor Ariza,&Shannon Brown I'd be watching them ..I dont like the Lakers but they were entertaining."
2.63689E+17	neutral	Be on the lookout for LMD's table and banner at the Comcast Center this Friday for the Terps exhibition game! #LMD http://t.co/kXdDS86G
2.64193E+17	negative	York football staff member has leaked that York's goal is to score 100 points against us and leave in 1st string for the whole game #True
2.10753E+17	neutral	@GotEm_Coach I play HORSE against Jordan Farmar on Sun for charity. Working on my over the backboard shots today in the St. John Bosco gym
2.54686E+17	negative	"Seriously, the SAT is just the TAKS on steroids .___."
2.64061E+17	positive	Plies at center stage next Friday lol you better go get yo man! @Jus_mesha
2.56908E+17	positive	@dewittn @jeffpulver @cc_chapman I'd love to see y'all. Will you all be in town for SXSW in March?
2.64196E+17	positive	Just got home & now watching the Cuse game from earlier. I AM WATCHING SYRACUSE BASKETBALL! Been waiting for this since March 24th.
2.02247E+17	neutral	"Samsung SCH-S759 with Windows Phone gets Wi-Fi, Bluetooth certified, may be headed to China Telecom http://t.co/0JuKeXnN"
2.29034E+17	negative	Pfft. I just wondered why my Dashboard is so quiet. Friday. Shit. Totally forgot.
2.61881E+17	neutral	What shall I watch today? My dear Anna Kendrick in 50/50? Raquel in One Millions Years BC? Or Sly in Over the Top? All would be 1st times.
2.63627E+17	neutral	Postseason prep is underway. Big East quarterfinal vs. either UC or Marquette is Saturday at Card Park. Are you ready? http://t.co/EtfKlroz
2.63958E+17	negative	@Espngreeny big ben gets forgotten because his SB wins weren't memorible. 1st was the bus show. 2nd feel on deaf ears cause it was vs cards#
