NA	sentiment	tweet
2.6384E+17	neutral	Getting my vans either Thursday or Friday for the game
2.48459E+17	neutral	@YungToneWorld #FLEXTHURSDAY !! DIS THURSDAY!!!!!wit @FLEXCREWgotti @DA CROWS NEST WE CALLN OUT DA WHOL SOUF KUM KICK it Wit #Flex
2.4949E+17	neutral	@4gatha_ I know the feeling. In my country we don\u2019t celebrate Halloween too\u002c but we have a Pancake Day in February\u002c so it\u2019s the same ;)
2.44552E+17	neutral	Vitali Klitschko May a person make clear this particular?  http://t.co/FI9AujM2
2.61311E+17	neutral	@InVinceAble_45 Yeah with Miss May I too. It\u2019s on the 1st at Backstage Live
2.63759E+17	negative	@Andrew_Heaton I think we need 3 first XI ready players in January. That\u2019s a huge ask unless you\u2019re prepared to overpay
2.62612E+17	neutral	Jennifer Aniston shows she\u2019s Prada her figure at fashion bash - The Sun: The SunJennifer Aniston shows she\u2019s Pra... http://t.co/q42IDY8U
2.63087E+17	neutral	Lol how me Evelyn\u002c Uly\u002c and Jerry were talking shit about that one portrait in 1st period and it happened to belong to the girl next to usxD
2.59993E+17	negative	Rudd rains on Abbott\u2019s parade: KEVIN Rudd may be trying to spoil Julia Gillard\u2019s party but yesterday he gate-cra... http://t.co/h8wJi814
2.59393E+17	positive	@tokyoeyepatch But trust a DJ who\u2019s giving away TRIKSTA - all about N.O. rap scene [Choppa] on Gumbo Monday 7PM #fundingdrive2012! Bounce!
2.64139E+17	neutral	Interview on Monday\u002c a call back tomorrow\u002c and Vans is really interested into me? I don\u2019t know why you guys say it\u2019s so hard to get a job
2.64249E+17	neutral	the games i ordered that came out Tuesday were going to shipped from NJ so safe to say i\u2019ll be waiting a bit more till they get shipped.
2.63701E+17	positive	Proud of my Mom for all her hard work with Best Business Strategies to get President\u2019s Circle in Sage 50 for the 2nd year in a row! Wooooo!
2.61671E+17	neutral	Lamb of God concert on wednesday\u002c formal on saturday\u002c and 1st anniversary with my baby martin on sunday <3
2.13763E+17	neutral	Brit Award winning pop-star Mika is set to return with his brand new album The Origin of Love\u002c released on Island Records on September 16.
2.58609E+17	neutral	GHOST RIDER is bck on action jst w8 19th octobr at 3pm ...so guyz start ur engine and join with me in rally...
2.4182E+17	positive	Ok I will be in the film Mt Zion which is out Feb with the man Stan Walker. The shit! Cool story bro? :)
2.64175E+17	neutral	I was really excited about seeing the Knicks and Nets play tonight but I guess I have to wait until November 26 :(
2.61587E+17	positive	@surface @microsoftstore #Surface the Florida Mall\u002c Orlando\u002c FL is the closest $MSFT store to me. ;-) can\u2019t wait to be there tomorrow!
2.29764E+17	neutral	@BarDownBombs I grew up in Alsip\u002c oak lawn is like my 2nd home. Reason for the city is wifes job at (cont) http://t.co/IsFZAuVh
2.63912E+17	negative	I have an important race tomorrow\u002c which determines if we make CIF\u002c and I\u2019m sitting here eating donuts..
2.64146E+17	negative	Watched the 1st Season of Scandal and all I can say Is Olivia Pope is a Bad Girl!!!!!! Got Season 2 on DVR........
2.31851E+17	neutral	Jayalalithaa sets rules for party posters: Cracking the whip\u002c chief minister J Jayalalithaa on Saturday is... http://t.co/nBNj9nl0 #news
2.30412E+17	positive	@TheNameIsCasie today I started pre-planning my March trip to WPPI and to visit @GussySews in CA. I CANNOT wait to see you again!!
2.28338E+17	neutral	Elimination Chamber is going to be in St. Louis May 19th.. I have to go.
2.38647E+17	positive	Greeting Kobe is to mainstream! So I\u2019ll just greet Jeremy lin\u002c HAPPY 24th Birthday Jlin @jerrrmy :))))
2.58786E+17	neutral	Griffin on fire tonight- 23 points at the end of the 3rd. Jordan with a double double 11points\u002c SIXTEEN boards. LAC up 69-64 #clippers #NBA
2.63593E+17	neutral	Pics: The KBC episode on Sony on November 4.  a treat for all the Big B and SRK fans. http://t.co/xyQSL2ym @yashchoprafilm #fb
2.63748E+17	neutral	CJ AND KRECKMAN WEDNESDAY: The guys are at Stoney\u2019s getting ready for the Nuggets season opener. Altitude\u2019s Chris... http://t.co/99YMGeIu
2.33444E+17	neutral	If you are attending the Sustainable Brands London Conference in November please let us know! http://t.co/ivyPY1Jj #SBLondon #LinkedIn
1.71044E+17	neutral	Just witnessed the 1st ever black king of Endymion
2.6403E+17	neutral	@bloodbubble im going to Bali tomorrow for the weekend for office retreat
2.64155E+17	positive	Kerri will be helping out the families in Long Beach tomorrow.  If anyone has water\u002c clothes\u002c non perishables\u002c... http://t.co/pZAo4g2q
2.51559E+17	negative	"Why these mfs jus blastin \""""Rella\"""" like itz the hood on Saturday N shit lolz smh"
2.64074E+17	positive	Lovely day in Edmonton. Game cancelled today. Looking forward to tomorrow. http://t.co/ifhq65JU
2.56853E+17	positive	@barrykidney @wanepillow great idea. BUT I\u2019m still working on the alternate remixes for the 1st \u2019Jackie O\u2019 LP.
2.62207E+17	negative	Media should remember that the Trump and Murdoch incidents is a civil rights issue\u002c not a 24 hour news story.  It has to be stopped Nov 6.
2.45692E+17	positive	@patrishuhx7 I have English tomorrow but it honestly doesn\u2019t bother me for some reason. Rella always makes my day. Don\u2019t ask
2.62315E+17	neutral	After today\u2019s bet came in I\u2019m feeling confident with tomorrow\u2019s bet: Ath Madrid\u002c Juve\u002c Napoli\u002c Bayern Munich\u002c Porto #comeon
2.63041E+17	neutral	@SuperEmz_3 you may already be aware\u002c but Alan Rickman is in a film called Gambit that\u2019s coming out soon.
2.6413E+17	negative	Cba with school tomorrow\u002c ugh whats the point
2.18299E+17	neutral	Championship Thurs @ Blue Raider Hoop camp today!!! Closing ceremonies @ 3:45 in Murphy Center!!! Autographs with all players!
2.64222E+17	negative	Lost my SS shirt\u002c so I\u2019m just gonna wear my old SS jacket tomorrow instead ;b
2.13357E+17	positive	Lots of fun this weekend.  We\u2019re at the Mardis Gras casino Friday night from 8 to midnight.  Then on Sunday... http://t.co/gt0CzhjJ
2.43835E+17	neutral	Mikes funeral will be tomorrow at First Star of Jacob on Howard Ave in New Haven CT (the hill). Starts at 5pm
2.63938E+17	positive	C\u2019mon Rita i know you can do better!
2.64054E+17	neutral	@DMoney_OS yo dude we should chill tomorrow\u002c i hit up cole and luke and so far they are willin to chill so it would be us 4
2.63383E+17	positive	I\u2019m just looking forward to the Knicks verse Nets game on Thursday! Carmelo Anthony verse Deron Williams my two favorite players!
2.64144E+17	neutral	Springsteen is here Sat but if that\u2019s not your thing Rick Ross will be in Lexington the same night at @Rupp_Arena http://t.co/7SX6vy0r
2.47768E+17	neutral	@AndrewPeterson Yes\u002c yes\u002c but what you see in the Finder is file directory data that points to your actual files. The file may still exist.
2.64223E+17	neutral	IOC mulls Armstrong bronze - SBS: The International Olympic Committee (IOC) on Thursday said it had ... http://t.co/tIKEuaAh #london2012
2.56255E+17	neutral	Shawty by Plies and Tpain just came on. This is like 4th grade. Lmaoo
2.4943E+17	positive	Join us this Sunday on the Terrace.... we\u2019re taking it deep all the way :-) Filthy Rich\u002c Deeafro\u002c Rob Maynard\u002c Dj... http://t.co/kRph98qL
2.60866E+17	neutral	It\u2019s weird to think about how much money was spent on the Washington Monument just to make the world\u2019s biggest sun dial.
2.62477E+17	neutral	Watney fires 61 to win CIMB Classic: Nick Watney fired a 10-under 61 on    Sunday to rally and win the C... http://t.co/umaO1kQK #Sports
2.22313E+17	positive	Iam not sure if #Reggie realizes this but statistically Gary Carter is the 4th greatest catcher in the 100+ years of baseball #8 #kid #lgm
2.52434E+17	negative	They stop filming \u2019The Butler\u2019 tomorrow. AND I STILL HAVEN\u2019T FOUND ALAN RICKMAN!!!!   -explanation- he\u2019s been filming that movie here in La
2.63747E+17	neutral	I\u2019m going to WalMart n Walgreens tomorrow and stacking up on all they candy !! Think I may need a new toothbrush n dentist too lol
2.53623E+17	positive	Ticket prices go up Friday! Get your tickets TOMORROW!! At the Murphy Center Ticket Office! You don\u2019t wanna miss this years #MTSUStepShow
2.61986E+17	neutral	"October 27\u002c completes the its 61 years Kenneth \""""KK\"""" Downing Jr.\u002c Guitarist in the British heavy metal band JUDAS PRIEST http://t.co/d1udRZhg"
2.61164E+17	positive	Looking forward to next Friday\u002c Q4 update evening & meal at Oakwood House. Hotel room booked & just need to purchase or hire a dinner suit!
2.59288E+17	neutral	Eastbound for the #arsenal game tomorrow
1.99481E+17	neutral	@_Miss_E I work at the LA in Alsip but that xsport offered me a job. Got an interview tomorrow
2.6316E+17	negative	"just watched \""""Project X\"""" for the 1st time\u002c im unamazed.. y\u2019all hyped it WAY PAST what it was.."
2.64196E+17	positive	@thewinningweiss no stop please.  P.S. total ripoff of another song. I\u2019ll play it for you in yearbook tomorrow...oh wait.
2.59173E+17	neutral	Capricorn rules the 10th Zodiac house in sidereal Astrology. Practical. Leaders. Make things happen.. Managers. http://t.co/cRqldBRq
2.46696E+17	neutral	Exhausted but buzzing after day 1 of #yalta2012. Need sleep\u002c vitali klitschko speaks tomorrow\u002c might challenge him to an arm wrestle...
2.53275E+17	positive	Talkin with Procter&Gamble sound like its the move to make..but well see come Thursday for this career fair
2.52961E+17	negative	1st of all in my world theres only Good n evil! Real ppl n fake mf\u2019s!This is why I really feel JLin won\u2019t make it!Not durable like Yao Ming!
2.41548E+17	neutral	Just found out ill be playing at the same tournament with UT as my brother with his h.s. in february in new orleans during mardis gras.
2.63848E+17	positive	@ksorbs I am hoping we will rise up again. And make tomorrow a better day! Hercules for President!
2.45726E+17	neutral	@_patrickrath the pieces that made the Fall show will be posted on the MPAC FB page\u002c Twitter & posted up in the Murphy Center tomorrow!
2.07298E+17	negative	besides the Game 1 2nd Quarter Knicks vs Heat game... this might be the poorest officiated game throughout the entire playoffs bro. smh
2.63498E+17	positive	T.O.P is a famous artist and actor from South Korea. He is born in 4 November 1987 with a real name\u002c Choi Seung-hyun
2.60807E+17	neutral	Westbound into the U.S.- ongoing bridge inspection- construction - may be delays - Eastbound into Canada- Trucks 20 minute delay-cars clear
2.64035E+17	neutral	Here is a message from senator with info that may help\u002c Dear Friend: I am writing because you have corresponded... http://t.co/WFkW4zUm
1.7185E+17	positive	Exhausted after a long day at WPPI\u002c but ready to do it again tomorrow!
2.64096E+17	negative	interview at KFC tomorrow\u002c how the fuck I\u2019m going to understand a single work said idek\u002c i hardly understood the interview set up
2.3492E+17	neutral	VERY SOON Police marching Towards the Crowd  #Ramdev supporters start march towards Ramlila maidan  #likeaboss
2.62483E+17	positive	"Just finished watching \""""The Bounty Hunter\""""\u002c Gerald Butler & Jennifer Aniston. Checking it out for the 2nd time around. Funny!"
2.62245E+17	positive	Interresting to read\u002c except if you work for RIM or Microsoft (but it may change soon) : The Mobile Industry in Numbers http://t.co/VvALMyIk
2.59217E+17	positive	@SteljesBusiness Ah\u002c maybe you also prefer Zulu. Thanks\u002c no relation! But where\u002c Exeter? Btw the 4th emergency service is the Coastguard.
2.63993E+17	neutral	Grand opening tomorrow. Come out to Vans at Town Center and visit me and check it out!
2.62152E+17	negative	Navi rabbit in for spay on Tues and she\u2019s just had a phantom pregnancy. What timing. This means day of BunWatch and Raspberry Pi. No City :(
2.48981E+17	neutral	Thursday night adventures... (@ Brooklyn Bowl for Maya Rudolph Performing the Music of Prince and ?uestlove to Follow) http://t.co/GQRlUKIB
2.43783E+17	negative	It needs to storm February 9th so Endymion can get canceled and all the parades would then start at 7am Sunday. #MardiGras #NOLA
2.64081E+17	neutral	@kady If he\u2019s in the House\u002c does PMSH usually answer Elizabeth May if she gets a Q?
2.62E+17	positive	JLin had a nice little bounce back game tonight\u002c hopefully he gets back into his Linsanity groove by Tuesday
2.42844E+17	positive	@NJHoranHugs Haha\u002c I hardly knew about them and one day I was at her house and she sat me down and made me watch the Brit Awards with her :)
2.40263E+17	neutral	Who\u2019s running the StrattonFaxon 20K in New Haven CT on Monday?
2.57726E+17	neutral	I\u2019m going to Richie Hawtin at Buffalo in New York\u002c NY - Oct 29 http://t.co/5ToaRI2e
2.63997E+17	positive	On the plus side @mytigermytiming have a gig on Saturday night at the Lexington - come along :)
2.54048E+17	neutral	@_TweetinAssNupe well when you get off come on and tomorrow you have to be @ the murphy center tomorrow @ 11 am!! be on time please
2.55475E+17	neutral	@JKashInfluence injures Borderland\u002ctaking him out of the PPV.Who will replace him in the Elimination Chamber match? Watch Asylum this Sunday
2.64186E+17	neutral	@SeoulSausage When do you plan on coming down to the LONG BEACH or the O.C. area? Los Alamitos has a food truck fair on thursday nights.
2.28772E+17	neutral	Tmr is Saturday . Tmr is Duels Official Bars and Bloodshed Rap Battle ! To whoevers down \u002c i shall see you there . http://t.co/BSpejC6l
2.21649E+17	neutral	It\u2019s known\u002c if you were born in November\u002c your parents were getting it in on valentine day!
2.62236E+17	neutral	@MrBButterfield What is a tree\u2019s favourite day of the Christian calendar? Ash Wednesday #LOLLE
2.58081E+17	neutral	Tuesday is my Sixteen hour day and I\u2019m still up...
2.64202E+17	positive	Don\u2019t worry Mr. Lewis I\u2019m going to get a perfect score on your Physics test tomorrow
2.61043E+17	negative	You may think I have mono-cellular Zulu imbongis at the rate some of these folks are thrown profanity at me.
1.70933E+17	positive	Let the good times roll! Tomorrow is Mardis Gras at St. Philip\u2019s\u002c with the Bob DeAngelis Dixieland Band and gumbo lunch. Join us at 10:30!
2.49989E+17	neutral	@tiffzero Hey got your tix for Looper on Wed :) it\u2019s 630 at Sylvia Park - do you work in town?
2.63252E+17	neutral	"2nd movie for the night - Ghost Rider :\"""") #nowwatching ~"
2.58573E+17	neutral	@eczemasupport We usually get President\u2019s Day in February before 2 wks for Spring Break in March. That\u2019ll be it til May 31 for Summer Break.
2.57784E+17	positive	Evans: Mick Jagger\u002c 15 Oct 12. Sir Mick Jagger calls Chris Evans with an interesting message about Rolling Stones... http://t.co/WbP7gmtr
2.32713E+17	neutral	@AyumiiMariie we goin to fairground tomorrow I\u2019m picking you up from work
2.6426E+17	neutral	I have one spare VIP meal ticket to QPR v Reading at noon on Sunday needing an owner .3 course meal\u002cwine\u002cfancy seat etc ..anyone fancy it ?
2.63728E+17	positive	Catholics tomorrow is the Holy Day of All Saints many many gave their lives for Jesus and the church. All the Saints defended the church!!
2.6395E+17	positive	Final day at Bali. Enjoying the last times in sun and temperatures higher then 30 degrees.. Almost time to going home!
2.64136E+17	neutral	Only 2 spots left for Standard First Aid with CPR C! November 5 & 6\u002c 4pm-10pm in Centretown. Contact Centretown... http://t.co/EFpmICpT
2.60605E+17	negative	Shit\u2019s going down this Sat. at Neighborhood Theatre #DROP!THARD
2.63869E+17	neutral	@ElizeViola Oh\u002c I got ham. And I ate Reggie\u2019s ham. And I ate Brian\u2019s ham. Tomorrow I\u2019m getting more bc my dad said he\u2019s going to the store!
2.64257E+17	positive	@Shabelyyy Aki ta junior saying he inviting Max tomorrow lol to chill in the house
2.45611E+17	neutral	Postage for O. Henry stamp unveiled: The U.S. Postal Service on Monday unveiled the stamp commemorating the life of... http://t.co/lqvQNACh
2.63856E+17	negative	@DJmizuhara right! Where is the 2nd Vita heaven? Vita is a zombie right now. Maybe Sony is busy on the PS4 and just forgot about the Vita.
2.63639E+17	positive	MANDY CARTER will be at #BGSU talking SOCIAL JUSTICE! You don\u2019t want to miss this next Thursday.. at 8PM.. in BA 1007
2.28116E+17	negative	It\u2019s not a real Wednesday morning if there isnt a guy at the trolley stop throwing up into the creek... Margarita day got em
2.59201E+17	neutral	Heading to Crows Nest on Sunday to cover Ray White\u2019s celebrations for 110 years in the business of real estate.
2.59443E+17	positive	Pancakes were delicious and everything\u2019s perfect. Now off to sleep and then tomorrow it\u2019s gonna be Ascot all day long.
2.48084E+17	positive	TY for making me a woman!!!! @EstelleDarlings said at constitution hall Saturday dont EVER EVER EVER EVER let someone make u feel like shit
2.51323E+17	positive	Finding out that its national margarita day on a Thursday this year just made having no class on Friday thaaaat much better #excited
2.64091E+17	positive	I\u2019m so happy for @CassadeePope :) she is finally showing the world what she gots! Blake\u002c Hey Monday\u002c and now just CASSADEE POPE! <3
2.63316E+17	positive	Carmelo Anthony is the 2nd best scoring in the league behing Kevin Durant
2.64018E+17	positive	Just been to @RSPCAYORK with @mrsiveson for 1st time since Blake. Walked Reggie & Anna\u002c 2 really sweet dogs.
2.33211E+17	neutral	Delhi braces for another Ramdev protest: New Delhi : Final touches were being given Wednesday at the Ramlila gro... http://t.co/veCIuLYg
2.64252E+17	negative	it\u2019s ages since I had KFC\u002c well apart from the mush in a bun that passed as breakfast last SUnday\u002c that doesn\u2019t count though
2.62838E+17	neutral	Boateng put through his own net in the dying seconds to hand Bayer Leverkusen a 2-1 victory on Sunday evening... http://t.co/hIXmqOqS
2.64095E+17	neutral	Diet starts Monday when I wake up. Ends the same day. Always happens
2.15038E+17	positive	"Effat University wins the 1st \""""P&G\u2019s University Challenge\"""" at the Procter and Gamble\u2019s university competition. http://t.co/XNQlMuVu"
2.641E+17	positive	Don\u2019t worry edmonton tomorrow morning your main streets will be clear and ready for you to drive on !!!! I better go to Bed
2.61315E+17	neutral	@AnaBanana12 do you like @OurNameIsFun? Presale is tomorrow for Jan 31st show at DAR Constitution Hall.
2.60961E+17	positive	@ashhellaflush haha Black Dahlia was my favorite song by them too!! I miss you too. Are you still going to miss may I?? :)
2.64154E+17	neutral	@ColleyGeorge @_adamjohn @robertpidgeon  Night night   Pope GC the 1st
2.64155E+17	neutral	I just signed up for a FLASH MOB AMERICA flash mob in Long Beach Dec 1! Who\u2019s coming w/ me? http://t.co/FdBV2RDJ via @flashmobamerica
2.63934E+17	neutral	@RussellHarley1 I\u2019ll let him know if he text me\u002c otherwise just drop it mate\u002c I\u2019ve got road tax and CBA to get it till Monday lol
2.53058E+17	neutral	"#Personally I watch #ExtraTime on SS4 with @robertmarawa Mondays top class analysis who knows may the entire SA<lol> RT\"""" @Mindlos_Khafu"
2.39603E+17	neutral	Because Sunday just screams Pancake Day
2.62754E+17	positive	Headlines in N.O. paper tomorrow. Denver run all over the Aints!!!!
2.64151E+17	positive	Free dinner for everyone in highschool In Edmonton at Rahma mosque Saturday night @ 7 its going to be fun   :)
2.48094E+17	positive	Get ready for the Peanut Butter and Jams sponsored party at Santos Party House THIS Saturday!  Good looks... http://t.co/BAqzdcLf
2.47494E+17	neutral	Just got Bel Ami from the Redbox....so that is what I will watching tonight\u002c or tomorrow.
2.64026E+17	neutral	CLT20 I am willing to bat at any number\u002c says Rahane - MUMBAI: Ajinkya Rahane on Thursday insisted he does not have ... http://t.co/2VeFbzAJ
2.48823E+17	positive	Shouts out to my bro @Ebow919 !! Go follow my dude and turn up with him every Thursday and Sunday night in Club Bodi ! #salute
2.63946E+17	neutral	Kapal-Laut opens a new shop at 3rd floor beachwalk Bali\u002c the heart of tourism in Bali. @KapalLautBali http://t.co/vkNybXQc
2.34409E+17	positive	Come to MTSU Football Fan Day tomorrow from 2-4 PM at Murphy Center! Meet the team for autographs and enjoy hotdogs and drinks!
2.63069E+17	positive	@d2Phresh It\u2019s cool\u002c the less recognition we get\u002c the more we win. I\u2019ll take that....all the way to N.O. in February.
2.56447E+17	positive	@thatkid193 im a JR Smith fan hes super athletic so i kind of want him shooting with the 2nd unit him novak kidd camby nd white or thomas
2.64227E+17	neutral	@MaddelineSmith HayyyuY Can you bring my Nirvana shirt tomorrow? <3
2.62291E+17	neutral	Greenbrier & Summers Counties have just been placed under a Winter Storm Watch for Monday night through Tuesday... http://t.co/MzibczZ1
1.96728E+17	positive	#1DFacts On the 21st of February 2012\u002c at 8:39pm on Table 74\u002c One Direction lifted their first ever Brit Award for Best British Single
2.24821E+17	negative	Not convinced by the Haye v Chisora fight @ Upton Park on Saturday.....personally I\u2019d rather have seen Carlton Cole v Emile Heskey
2.64239E+17	positive	@samiramoussaaa @hadyaaiesa make that 3 lol my practicum is in march! Calgary police here I come lol
1.92404E+17	negative	Why has no one put a YouTube video of Todd Bertuzzi assaulting Steve Moore on an iPad while he\u2019s in the penalty box?
2.35631E+17	neutral	Nick was the 1st one pinned in the Elimination Chamber.
2.452E+17	positive	Prayer with amazing men of God this morning\u002c grocery shopping\u002c arrival of my [2nd] Pokemon shirt\u002c and purchased Big L\u2019s first album. #cool
2.36977E+17	negative	@EgyptianLover_ @Tyga 3rd??! :O where have I been I thought Careless World was the 1st one. No?
2.47522E+17	positive	"The Girl with the Birthday Cake on her in the \""""Birthday Song\"""" video.. Can somebody bring her to my house Thursday?"
2.51338E+17	positive	Wish you were eating @ Jackie O\u2019s today? Come to the Appalachian Health Summit Saturday for delicious Jackie O\u2019s lunch\u002c & health workshop :)
2.46927E+17	neutral	Sunday get on the ropes with James Murphy.YogaCity NYC | Yoga\u002c Meditation\u002c Pranayama & Kirtan Events in New York City http://t.co/MMEcQGwh
2.62514E+17	neutral	@DanNancarrow As he was in a News Ltd town surely @billybragg had something to say about Murdoch in intro to \u2019Scousers Don\u2019t Buy The Sun\u2019?
2.64261E+17	negative	1st time i drove stick ever  i kinda lied to the salesman at AB Honda that i can drive standard and took the 5 speed manual for a #TestDrive
2.64228E+17	positive	Calgary tomorrow for the first meet of the season! Can\u2019t wait to get some early racing done #altitude #paceit
2.59949E+17	neutral	@llcoolj If you are the same age as Mick Jagger than may I say you
2.64182E+17	positive	#FRIDAY Love that movie\u002c Kinda awkward watching it on Thursday tho ...
2.58257E+17	neutral	Top 5 Upcoming Games for the PlayStation Vita: After a slow start back in March\u002c the PlayStation Vita has ... http://t.co/4YaTPl7U - N4G
2.6344E+17	neutral	Hey Washington Senior! Have you had your senior portraits taken? The deadline for the yearbook is January 15.... http://t.co/D9Q4C2gB
2.3134E+17	positive	Its FRIENDSHIP DAY coming this sunday and people are reacting like Valentine day
2.61795E+17	positive	with the Wikileaks releases yesterday\u002c it\u2019s only gonna help 3rd party candidates make an impact in the election.
2.10153E+17	neutral	Who would go see @KChenoweth with me at DAR Constitution Hall on sunday evening?
2.64254E+17	neutral	@itsleicesss9293 aww..you know I\u2019d be down to go but in leaving to Utah tomorrow =/ Hold it down for Long Beach tho!
2.33658E+17	neutral	friday aug 17th we in NEW HAVEN CT\u002c  for the KICK BACK 7... its a luau get your beach wear ready!...
2.64163E+17	positive	@Ronnie2K Can you guys please update the schedule in the association mode so that the Knicks can play the Nets on November 26th. Thank you!
2.61448E+17	positive	Feb 13th at the Bell Center\u002c Bon Jovi is back in MTL. Just in time for my birthday\u002c I\u2019m just saying :p
2.18995E+17	neutral	I am going to @NetrootsUK 1st and then to the London Conference of Critical thought http://t.co/UC1pnX0Y
2.58793E+17	neutral	New Post Rob will be on the Kyle and Jackie O show on Tuesday 23nd http://t.co/dFa2sDmH
2.26884E+17	negative	Anyway\u002c sorry for these random tweets about The Finder. unfollow for the night. I\u2019ll be back to normal sports stuff tomorrow
1.72921E+17	negative	If anyone comes to school with the Galaxy Foams tomorrow \u002c I\u2019m mugging them .
2.63578E+17	positive	"Knowing the movie industry in Kumasi\u002c a movie a titled \""""Ayariga for President\"""" may not be too far away. Please don\u2019t disappoint me#BoxOffice"
2.61635E+17	positive	Gotta hold down a dub for that Flatbush Zombies show on the 1st. Throw a blunt on stage or sumn.
2.62667E+17	neutral	@BadmanTips commentator says Porto dominated 1st half & looks that way again in the 2nd
2.43765E+17	negative	The Big L is strictly gunplay I run thru church n pistol whip the priest every Sunday. DAMN :|
2.63314E+17	neutral	@jl_nicegirl There were contradictory signals from the mayor vis a vis evacuation\u002c + N.O. has lots of \u2019canes\u002c and may have been complacent
2.33571E+17	positive	@JimIrsay that would be Jason Varitek. Pick me as I would love to go to the game Sunday.
2.62718E+17	negative	Golf Capsules: Nick Watney missed a chance for a 59 on Sunday in his CIMB Classic victory\u002c closing with a course... http://t.co/qexkrHIG
2.6384E+17	positive	Awesome talk from awesome @BeckyPallack in the Star apprentice class tonite on social media! Just in time for Super Tuesday!
2.64256E+17	negative	the only thing i may truly miss about lexington is shoto\u2019s !!!
2.64032E+17	neutral	@kahrayz  the new Die Antwoord\u002c DIIV\u002c Japandroids\u002c 1st foo album\u002c GnR lies\u002c any Nirvana
1.95683E+17	negative	Knicks Vs. Pacers in the 2nd Round of Association Mode. Upset the #1 Bulls
1.98638E+17	neutral	Looks like I\u2019m going to Knicks Vs. Heat this Sunday.
2.31275E+17	neutral	For my 18th birthday I want a lap dance from that fat chick in Rella.
2.58823E+17	positive	Just watched Act of Valor for the 4th time - I do like that movie.
2.39185E+17	neutral	I\u2019m going to Anthony Hamilton at DAR Constitution Hall in Washington\u002c DC - Sep 15 http://t.co/PEcRmVHl
2.52086E+17	positive	Varitek eager to learn on the job: Newly appointed Red Sox special assistant Jason Varitek on Friday reflected o... http://t.co/YMqKsoiN
1.72575E+17	neutral	Sarah G. Day last Sunday!! Monday!! Tuesday!! Wednesday!! & xempre ngaung Thursday!! kip it up POPTSERS!!<3
2.59848E+17	neutral	@Halestormsports Vitali\u2019s may have more power on it but he tends to push it. Paulie\u2019s controls fights with that upjab
2.61274E+17	positive	Brook Lopez the 2nd best offensive center in the NBA he not ass
2.64257E+17	positive	Last day of work at Walgreens tomorrow! *cries tears of joy*
2.40608E+17	positive	@DeanteT the 1st thing that came to mind was something from Flatbush Zombies hahaha or omg\u002c Biz Markie. OR Ol\u2019 Dirty Bastard >:)
2.54426E+17	positive	Hope you\u2019ve got your tickets/tables for Plies tomorrow night 10/6 at Belo Nightclub with Z90.3 | San Diego!!  If... http://t.co/59PU3er8
2.62007E+17	negative	this nigga @OctobersOwn91 just hit a full court one handed shot with brook lopez...smh\u002c 21st birthday shit
2.6419E+17	positive	I love my girl Evelyn at work she switched shifts with me Saturday:)
2.64087E+17	negative	The only bad thing about Barack Obama having a 2nd term as President is that its always a flop 2nd time round historically
2.61943E+17	neutral	@NorwayMonster 1st one = Thunder Cats\u002c The skull with fire = Ghost Rider and I think the one below the skull is Captain Planet :)
2.58144E+17	neutral	@taaaneex yea I was just thinking that! Btw Reece is going to be in Kyle and Jackie O tomorrow I think.... In the studio
2.62206E+17	neutral	Former Westover HS (NC) star CJ Ford opens the season for Murray State against Brescia on November 9th at home.
2.45207E+17	neutral	Q98 Presents: DETHKLOK with MACHINE HEAD\u002c ALL THAT REMAINS\u002c and BLACK DAHLIA MURDER! TUESDAY\u002c NOVEMBER 13TH AT... http://t.co/OpzJoZzP
2.63996E+17	negative	Ghost Rider: Spirit of Vengeance was a lost cause. You had nowhere to go but up after the 1st movie. And then you decided to dig a hole...
2.64195E+17	neutral	@jwwashburn @ebertchicago slow down. He\u2019s a lib. U may hav 2 explain 2 him. Remember Charlie Gibson told DonWade&Roma he dnt know abt ACORN.
2.16045E+17	negative	So disappointed with the movie Ghost Rider: Spirit of Vengeance. So not better than the 1st Ghost Rider movie
2.64104E+17	neutral	I need to spend the night at someone\u2019s house tomorrow then just go to the meet with them!
2.63441E+17	positive	@realcavsfans @GregBag79 AV has 11 offensive rebounds with 4 minutes left in the 3rd. That\u2019s a good month for Brook Lopez.
1.7054E+17	positive	It\u2019s Friday before WPPI! Who is going this year?! I AM!! Before I leave on Sunday\u002c I wanted to give out a fun... http://t.co/nCWPsyd4
2.63494E+17	positive	I\u2019m excited to go to the Knicks VS. Lakers game in December thanks daddy you dah best
2.57981E+17	neutral	@Chris_Cordaro24 1st game in brooklyn and i want to see brook lopez
2.64246E+17	neutral	Wilfred Kiboro joins Family Bank as Chairman\u002c a day after he quit Standard Chartered Bank. He takes over from founder Titus Muya on Jan 1
2.63876E+17	neutral	Who\u2019s going to walgreens tomorrow for the 75% off all of the halloween candy? I AM!
2.54695E+17	neutral	@TimCross_ introduced me to Big L when i was in the 9th grade. i was really deaf to real hip hop music back in the 9th grade lol
2.61289E+17	positive	Peace love and pancakes starts tomorrow morning!! Be there or else no pancakes for you
2.64074E+17	neutral	@CountryGirl_731 we changed seats in dental lol\u002c you\u2019re in Ash\u2019s old seat and the chapter is due tomorrow
