NA	sentiment	tweet
6.24309E+17	positive	Going to go see Ted 2 on saturday. That's much better than going to see Inside Out :P
6.2449E+17	neutral	I want watch Ted 2 but I have a dr appointment tomorrow I should've be skeepung
6.24522E+17	neutral	via @CaptainNeon Ted 2 (R) - July 25 - 7 p.m.:  Ted 2 (R)  7 p.m.  Minor with parent or guardian  Tickets on ... http://t.co/nJSfPFpZm3
6.24736E+17	neutral	"@JoeDeVitoComedy I just saw Ted 2. I haven't seen so much penis, masturbation and semen since the time I sat near Paul Reubens at a matinee."
6.24921E+17	positive	"Ted 2 is playing tonight and Sunday night, show time is approximately 10:30 with the gates opening at 9:15. Come out and try our hot dogs"
6.25072E+17	positive	Wow! Ted 2 was funnier than we thought! Looking forward to @Gfinity tomorrow... Reaping the @SteelSeries jacket! http://t.co/EJtZn0FrEX
6.25409E+17	positive	Ted 2 is such a good film ... But the 1st film is slightly funnier
6.25439E+17	positive	#shithappens #ted2 - finished up watching ted 2 going be a great Sunday.
6.25796E+17	positive	you know what i'm going to see ted 2 tonight and mad max tomorrow at the movies right next to me
6.25886E+17	positive	Sequels are rarely as good as the 1st. Ted 2 was a great and better than the original. Well done @SethMacFarlane
6.25889E+17	positive	I'm watching Ted 2 for the 3rd time in a row and I'm cryiiiing of how funny it is
6.26E+17	negative	"Ted 2 was shit, ant-man was dec now it's time for southpaw!"
6.26172E+17	negative	Ted 2 was a disappointment considering how much i loved the 1st. The Gollum part was hilarious though
6.26499E+17	neutral	"@RobYellow46 not yet, off to see Ted 2 tomorrow instead. Southpaw looks good, want to see it at some point #ExcitedForStagDo"
6.26585E+17	positive	Anyone wanna go see the new mission impossible and Ted 2 at the drive in Friday?
6.27208E+17	positive	@AMCTheatres can you tell me if Ted 2 will be showing at fork &amp; screen downtown disney on sat 8 august please?
6.2736E+17	positive	@marshallsheldon did you already see Ted 2. Here it comes in the cinema on the 13th.
6.27476E+17	positive	about to watch Ted 2 for the 5th time
6.27727E+17	neutral	I have to get The Great Gatsby tomorrow and im debating whether or not I should pull the scene from Ted 2 to whoever is working at B&amp;N's.
6.27939E+17	positive	Amanda Seyfried smoking a bong in Ted 2 may actually be one of the hottest things I've seen...
6.28307E+17	neutral	"Tomorrow consists of going to the bank, collecting my EEG results and going to the cinema to watch Ted 2"
6.28984E+17	positive	DEBATE TOMORROW! The last time I was excited for anything this much was the year I waited for Ted 2 (bet debate will make a lot less sense)
6.29164E+17	neutral	@YounqMilly we are going to see Ted 2 on the 7th
6.29366E+17	positive	Ted 2 tonight. Ted Baker tomorrow. Ted talks playlists. Teddy Sherringham in 99. All things Ted. #Ted
6.29402E+17	positive	We sat down with the talented @AmandaSeyfried  to talk TED 2! Check out what she had to say! https://t.co/TmLaIKVF7m
6.29502E+17	neutral	should i go see ted 2 tonight or tomorrow night
6.29632E+17	positive	"im going to be 18 in november, and i was asked for ID to get into Ted 2 last night.. its 15s"
6.30235E+17	positive	"Ted 2 two really cleaned up nicely, would almost say better than the 1st."
6.30781E+17	positive	@realadamdeacon Adam were you at Ted 2 last Friday in leicester square??  when is anuvahood 2 coming out I want to see that
6.31003E+17	negative	@MarquesMcvay miss your bitch ass. Go see Ted 2 with me tomorrow at 12:30. Don't be a bitch.
6.31697E+17	positive	@daltonmaxsmith oh I saw it for a 2nd screening 2 Sunday's ago. My friends got pissed I wouldn't let them see Ted 2
6.3386E+17	positive	"Complete showcase preview event of the movie "" Ted 2"" is the 18th , held at Tokyo theater . Hero as "" KumaTomo "" Ted Kumamoto Prefecture"
6.34467E+17	positive	Someone convinced me to see TED 2 Saturday night. Has anyone seen it? And can it live up to the incredibly high standard set by the 1st one?
6.36699E+17	positive	"Tomorrow gonna get up, do my sheets! Go shopping get some bits for my washing, get munch and see my girl and watch Ted 2. Perfect day!"
6.37018E+17	positive	@rheadur @mark_wahlberg I'll watch Ted 2 tomorrow on cinema. You can feel my anxiety? I waited so long for it! Hahahahahaha
6.37501E+17	positive	"Ted 2 funny then a hoe, but not as funny as the 1st one"
6.38136E+17	neutral	There's a 2nd run movie theater around the corner from me that is showing both Ted 2 *and* Pixels.  Worst part is it's a Cinema Grill.
6.39279E+17	positive	Wanna LOL again with them? TED 2 will  be Sneak Preview this Saturday! http://t.co/dZwarBYLs0
6.39787E+17	positive	Missed it Wednesday? #ODU come watch Ted 2 TONIGHT @ 8pm in MGB 102 for free! #tellafriend
6.37855E+17	positive	Had a very lazy Sunday. Done nothing but watch Teen Wolf all day
6.3793E+17	positive	Good morning everyone :) How are you? I LOVE THE TEEN WOLF CAST SO DAMN MUCH AND TOMORROW ISNT MOONDAY
6.37934E+17	negative	the fact i have to wait till January now for teen wolf hurts my heart
6.37985E+17	positive	Im going to finish now the 2nd season of teen wolf
6.37991E+17	negative	Monday with no teen wolf oh okay
6.37996E+17	negative	@MelissaPonzio1 crying over the teen wolf final and being sad that there is no teen wolf tomorrow
6.38012E+17	neutral	"Hello monday, we'll meet again soon. And now you don't bring that Teen Wolf episode with you, so I'm back on hating you Monday &lt;/3"
6.38013E+17	positive	im going to marathon all of the episodes in the 5th season of teen wolf that i havent seen yet bc i deserve that dammit
6.38015E+17	positive	I don't wait till January for the next season of Teen Wolf #TeenWolfSeason5B
6.38023E+17	neutral	"Hey fellow Teen Wolf fans, guess what???? I'll be filing a video tomorrow about my emotions and thoughts of Season 5a and the finale"
6.38044E+17	negative	Teen wolf season 5 just premiered but where is it tomorrow   Oh yeah  Not here
6.38075E+17	negative	When you remember that tomorrow is monday but teen wolf isn't on
6.38088E+17	negative	Sad moment when you realize tomorrow is Monday and there's no new episode of Teen Wolf so no Moonday bummer
6.38091E+17	neutral	rose convinced me to continue watching teen wolf even those i know the spoilers so imma continue watching it tomorrow
6.38145E+17	negative	If you're having a good day just remember that Teen Wolf isn't on tomorrow.
6.38173E+17	positive	ill be watching that in january right along with teen wolf
6.38176E+17	positive	"@OriginalFunko should definitely make Teen Wolf, Hart of Dixie, and Friday Night Light characters!"
6.38176E+17	neutral	Mtv just loves to keep reminding me that Teen Wolf isn't on tomorrow
6.38179E+17	neutral	I honesty live for teen wolf so I'm really sad that the new season doesn't start till January ))):
6.3818E+17	neutral	I'm sad. Tomorrow is the first night that Teen wolf won't be on.
6.38188E+17	neutral	When you realize there is no Teen Wolf tomorrow @MTVteenwolf http://t.co/dV1B4RxXtY
6.38209E+17	positive	Teen wolf was the only thing that made my Monday's greattt  ... What do I do now
6.38217E+17	neutral	"If you hoes wanna hang and watch Teen Wolf, your home boy John will be chilling on the 2nd/3rd/4th floor library around 10 am and then on"
6.38224E+17	neutral	I have to watch the episode I missed of Teen Wolf before tomorrow night. I'll also watch Fear The Walking Dead since I didn't watch it
6.38232E+17	negative	Oh look it's monday  Oh look no teen wolf
6.38298E+17	negative	"It really sucks how teen wolf are making more videos in January but not now, all well! I guess I'll just have to wait.... :/"
6.38301E+17	neutral	When you're meant to start an assignment that is due tomorrow at 9 but twitter and teen wolf
6.38326E+17	negative	When you realise that it's no longer Teen Wolf Monday and you have no clue what to do with your life
6.38329E+17	positive	[New Update] [Photos] Teen Wolf's Holland Roden attending the MTV VMA's - August 30 - http://t.co/5GpZMnmlLz #teenwolf
6.38335E+17	negative	Mondays are not the same when you don't have Teen Wolf to look foward to on Monday nights ):
6.38351E+17	positive	"I want January, I want Teen Wolf."
6.38352E+17	negative	So its a monday with out TEEN WOLF wtf am I supposed to do @ReallyCody @CODYSAINTNEW @tylergposey @dylanobrien @DSprayberry @MelissaPonzio1
6.38357E+17	positive	i just started watching Teen Wolf and one day i may wear bright colours
6.38375E+17	negative	the fact that its monday n theres no teen wolf makes me so sad
6.38396E+17	neutral	"Well it's no longer a Teen Wolf Monday but, AWKWARDS BACK"
6.3841E+17	negative	The fact that it's Monday and teen wolf isn't on makes me sad
6.38433E+17	positive	"@cameronsderp In November, this is who all from the Teen Wolf cast I will have met! http://t.co/PekVILzQgc"
6.38451E+17	positive	A Monday without teen wolf is a Monday with less stress and anxiety
6.38482E+17	negative	crying bc it's monday and there's no teen wolf
6.38504E+17	negative	Monday's ain't the same without teen wolf
6.38514E+17	positive	Teen wolf is on tonight and that's the best news I've heard since Friday.
6.38514E+17	neutral	"@CODYSAINTNEW I miss Teen Wolf so much, Monday's aren't the same anymore without it #CodySChat"
6.38518E+17	positive	"I Love TEEN WOLF, can't wait till January when it comes back on."
6.38526E+17	neutral	when it's a Monday but no Teen Wolf
6.38537E+17	positive	Can January come by faster because I'm ready for a new year and the fifth wave and season 5b of teen wolf.
6.38547E+17	negative	"@leboism @DeadshirtDotNet foolish mortal, I have sat through TEEN WOLF *and* TEEN WOLF TOO, nothing you can do can harm me anymore"
6.38575E+17	neutral	Monday nights aren't the same without teen wolf.
6.38604E+17	positive	Teen Wolf starts again in January. How the fuck do you expect me to wait that long. #TeenWolf #5B
6.38605E+17	neutral	It felt weird not watching Teen Wolf tonight. January needs to hurry up.
6.38638E+17	positive	Can't believe Teen Wolf is coming back in January. I want to watch it now.
6.38745E+17	neutral	the lack of a new Teen Wolf episode today has left a hole in my heart that can only be filled by the joy of Bake Off tomorrow
6.38755E+17	negative	Oh just realized that there was no teen wolf today :((((((((( MAJOR MISSING :(((( January'16. &lt;&lt; SO LONGGGGG
6.38779E+17	positive	*ill start teen wolf soon* *ill start ointb then ill watch the originals in september* https://t.co/D8ryd0Mj8l
6.38813E+17	neutral	i miss teen wolf so bad yesterday was the first monday without it it was sad
6.38824E+17	positive	OMG! BRC and TY so lov'ed the DOC show and Luv ty in Teen Wolf been a fan since it 1st aired! Known BRC over 15 yrs https://t.co/4wkhzU5DmQ
6.38837E+17	neutral	"The sun,the moon and the true - Teen wolf http://t.co/gI2Of8G6EU"
6.38859E+17	positive	goodnight! i have to go to my college tomorrow kms but i love dylan and holland and all of the teen wolf cast so much
6.38864E+17	positive	Can January just hurry up already?! I need TEEN WOLF NOW! @MTVteenwolf
6.38904E+17	negative	what do i do with my life since there's no new episodes of teen wolf till january
6.38927E+17	positive	Planning to watch Weird Science w/ my 13 &amp; 14 yo nephews this Fri. Looking for apt addition to a double feature. Teen Wolf in the running.
6.38944E+17	positive	I just wanna shower then put on pajamas and watch teen wolf till the sun comes up
6.39002E+17	positive	I'm almost at the end of the 3rd season of Teen Wolf and I'm already in tears bc I know what's coming up
6.39048E+17	neutral	So shit that we have to wait till January for the second half of season 5 of teen wolf
6.39096E+17	positive	So don't wake me up unless you have last Monday nights episode of Teen Wolf.
6.391E+17	negative	Teen Wolf movie series was so confusing that I thought I was listening to the 3rd movie for that past year turns out it was @KevinKleinLIVE
6.39338E+17	positive	"Well, I've finished my Teen Wolf watching for the night. Continuing again tomorrow when I wake up :)"
6.39406E+17	positive	I'm actually so excited for tomorrow just so I can know who's coming from the teen wolf cast
6.39441E+17	positive	I miss Teen Wolf a lot!  I can't shucking wait for the SCORCHED TRIALS! OCOTBER 15TH we wont enter the maze but the trials :)
6.39464E+17	positive	Can it be December already?!! If you're a Teen Wolf fan I'm sure u don't want to miss this! #HOW2015 #TeenWolf http://t.co/fELHj8LCtU
6.39544E+17	positive	haven't been able to watch teen wolf 4 on netflix so i'm gonna watch it after school tomorrow and i'm already peeing my pants IM SO EXCITED
6.39547E+17	neutral	I've decided tomorrow night I'm going to re watch all of season 5 of teen wolf
6.39649E+17	neutral	@CollinsKey it's Friday in new Zealand so I'm sleeping in and watch teen wolf
6.3985E+17	neutral	revision and teen wolf is the plan for this friday night because who needs a social life
6.39897E+17	positive	"indirects, free bc teen wolf comes back in January nd i want some new mutuals + song http://t.co/vF6DllvWow"
6.39983E+17	negative	sooooo teen wolf deprived and its not coming back till january it's gonna make the next few months even slower
6.39992E+17	positive	I'm like ready for Monday just so I can watch Teen Wolf.
6.40004E+17	positive	ok i started to watch teen wolf on april 18 and then said i didnt know if i was gonna watch the rest and now look at me
6.40056E+17	neutral	they kept showing the new mtv Monday's commercial at the one direction show and I cried every time bc no teen wolf
6.40166E+17	positive	Watching the 3rd season of teen wolf always makes me cry
6.40271E+17	positive	watching videos of the teen wolf cast to try and forget about school on monday and reduce the ridiculous amount of anxiety i currently have
6.40273E+17	positive	@TylerL_Hoechlin you knocked it out with 7th heaven and killed it on Teen Wolf! #BeforeDerek #therewasMartin #NextAlistCeleb #makehimhuge
6.40321E+17	neutral	I just got all excited to watch Teen Wolf on Monday but..
6.40525E+17	neutral	@SDTeenWolf for teen Wolf to be on. My birthday is in January but a certain someone's is tomorrow (you)
6.40723E+17	positive	my friend is about to watch the 9th episode from 5a of teen wolf everyone wish her good luck
6.4073E+17	neutral	@deborah_speegs That is frustrating. Is this from the Teen Wolf con in June??
6.40764E+17	neutral	"I'm still salty I couldn't watch the season finale of teen wolf, the season premiere of awkward and tomorrow's new awkward"
6.40775E+17	neutral	@totallymorgan you mean no Teen Wolf tomorrow? now we live in shitverse
6.40838E+17	neutral	@authenticgriers I'm starting season 4 tomorrow bc I'm not up for it now bC TEEN WOLF IS STUPID AND WANTS ME TO CRY AND FEEL EMOTIONAL STUPI
6.40845E+17	neutral	just another Monday without teen wolf
6.40861E+17	neutral	"Oh, it's Monday. No Teen Wolf."
6.40918E+17	positive	"late rting this! she guest stared on teen wolf, and Big Time Rush beach movie! she from The Troop. https://t.co/KsZ2MFvGDQ"
6.40945E+17	positive	|| Will get to replies now. Teen Wolf may have sucked me in yesterday....the whole day. XD #WouldLoveToMakeATWAccountButNotEnoughTime &gt;:
6.41038E+17	neutral	So you know that point in Teen Wolf where Peter &amp; Derek are researching the kanima's 2nd form &amp; FUCK IT HAS WINGS?
6.41054E+17	positive	I need to do my hw but I just started Teen Wolf AND I NEED TO KNOW WHAT HAPPENS AFTER THE 1ST EPISODE
6.41161E+17	negative	k so i just finished watching the 5th season of Teen Wolf and i've got a few questions 1) WTF WAS THAT 2) WHY TF IS THEO STILL ALIVE
6.41373E+17	positive	"@ReallyCody looking to hear what it is pal, and looking to see your return with your pack on Teen Wolf 5 B in January"
6.41443E+17	neutral	@haley_caley11 Friday Night lights will make you cry. Teen wolf will overcome your life
6.41447E+17	positive	I'm watching Teen Wolf season 2 tomorrow it's been decided
6.41563E+17	neutral	"Random Facts For Wednesday  Here are some random facts for you . . .  1.  ""Back to the Future"" and ""Teen Wolf""... http://t.co/hHwedxSTMX"
6.41655E+17	negative	"it's 1am i should sleep i have school tomorrow ugh i miss teen wolf, can january pls come fast already"
6.3947E+17	positive	TGIF for me even tho it's Thursday. Can't wait for this much needed time off!
6.39479E+17	positive	'man talk about TbT hey i gotta TGIF ... We gotta catch up on a Sat pop bottles on a good Sundae ' @aewonwolf X @shekhinahd - Kids #Obsessed
6.39535E+17	positive	Hahahaha.  I suck at kickball.  Plus I have homework. Tomorrow is TGIF with a 3-day weekend after!
6.39578E+17	positive	"Favorite line ""Wish that I'll be the sun to warm you all through your life"" TGIF guys!! #ALDUBWishIMaine  https://t.co/tVVZCJGr45"
6.3958E+17	neutral	"In TGIF tomorrow : 'Honu by the sea,' Heritage of Hula, Chris D'Elia, more. Find it online (premium) http://t.co/QgLvCxqx3q #TGIF"
6.39582E+17	positive	Happy TGIF! May this day bring forth more blessings of love and happiness. Wink!
6.3959E+17	positive	Yay! Rest day friday! Happy TGIF everyone! #ALDUBWishIMaine
6.39591E+17	positive	Thank Goodness It's Friday! TGIF - now it's time to escape to Riverwalk Place! - One Night Stay in a Luxury Suite... http://t.co/vvswAdUAjG
6.39594E+17	positive	TGIF celebrations tomorrow at Farragut Sq (17th &amp; K NW)+Tysons (8301 Greensboro Dr). Best way to start the weekend is with #Lobster Lunch!
6.39595E+17	positive	"**IT'S FRIDAY** And to celebrate that fact we are offering everyone $20!! Just use the promotion code ""TGIF"" Book... http://t.co/MM6FGxZPmm"
6.39607E+17	positive	We have Wine Wednesday and TGIF and Monday gets wine cause MONDAY. But what about other days? I'm gonna fix that.
6.39641E+17	positive	"back at @ChapelBarBistro 5-8pm tonight, TGIF let's hang out! #Auckland #dj #music #tgif #friday #ponsonby"
6.39657E+17	positive	TGIF!!!!!!! I wish I could say my Friday is going to be relaxing...but...I'm waist deep in staining cabinets.... http://t.co/9aUu6CffSF
6.39676E+17	positive	Good morning JP ladies and everyone. Hope u all have a great day xxx it's Friday yippee TGIF xxxx
6.39684E+17	positive	"TGIF! There's so many writing opportunities you can get started on this weekend, thanks to @Writers_Bloc! http://t.co/SgR6moOhbF"
6.39685E+17	positive	TGIF....ooh I just remembered...every day is Friday when you're travelling! Off to Riga today..
6.39688E+17	positive	TGIF!!!! Can't wait to sleep all the way till Monday. #tgif #Friday #weekend https://t.co/R3FELAB4gd
6.39697E+17	positive	"@fifa_xbox1paul Just dont tell anyone, dont want that kind of rep!  ;-) lol. Last thing, its Friday, TGIF, u streaming later today?"
6.39698E+17	positive	"hah. it's friday, baby! the last work day of a week. TGIF, right buddy ;)"
6.39704E+17	positive	Good Morning Nigeria Its Friday &amp; YES You can say TGIF !!! We can see Service Day in perspective  Its going to be... http://t.co/D7m4OkEA3a
6.39717E+17	negative	It's already Friday. Not the TGIF kind of Friday... Can time freeze for a while?
6.3972E+17	positive	TGIF folks! Our Friday faces look exceptionally relieved to see the end of the week! #WCVB http://t.co/zkTZvne5lS
6.39731E+17	positive	"TGIF, (Thank God its Friday)  If you could hop on a bus and travel anywhere in Zambia right now, where would you... http://t.co/zQX1id8UhL"
6.39732E+17	positive	TGIF!  Showing our love for the Dawgs!  Which team will be you be cheering on this season? @FOX5Atlanta  https://t.co/bD8Ayqp8sN
6.39732E+17	positive	TGIF! We have a lot going on here at Channel 5 this morning. That's right it's Friday morning pep rally! I'm also... http://t.co/ySzRXeAQix
6.39732E+17	positive	TGIF! Happy Friday! We're just a few hours away from the weekend!!
6.39743E+17	positive	TGIF - Join us for Happy Hour Monday Thru Friday from 4-7pm with #complimentary #fingerfood! #besttimeoftheday... http://t.co/Gkw34dgJU0
6.39746E+17	positive	"Happy Friday, y'all.  TGIF!  Wishing you a great weekend."
6.39749E+17	positive	"TGIF!! Make it a great day, Robbie!! https://t.co/vqxDxf39DG"
6.39751E+17	positive	"It's Friday again.,TGIF... make gud use of it, don't waste it like d last Friday..#time wasted can not be regained."
6.39755E+17	positive	"TGIF ""I'm the only nigga that can watch the sun and won t go blind."""
6.39759E+17	positive	TGIF! Start your weekend off with a spot of lunch and a cheeky pint. We are serving food all day until 10pm! #lunch #TGIF #friday
6.39764E+17	positive	TGIF and tomorrow is game day!
6.39767E+17	positive	@gorgeousgg @watsb4me hello and good morning loves. Wishing you both a nice Friday. Happy TGIF xoxox...
6.39767E+17	positive	TGIF! Friday starts off with a tummy rub for Teddy! Have a terrific Labour Day weekend! #leaside #rosedale http://t.co/MT2WDzQXpn
6.39768E+17	negative	And I don't know about TGIF. Fridays are terrible. I'm more of a TGIS person. Can it be Saturday already?
6.39768E+17	positive	TGIF!!! Love 3 day weekends. Enjoy the weekend everyone. #laborday #sun #cocktails
6.39776E+17	neutral	"Feels like everybody's more excited about the weekend than i am, ain't no TGIF when you work Saturday"
6.39786E+17	positive	"TGIF, The Grind Includes Friday...GetYourMindWright, StayOnYourGrind and finish the week strong. https://t.co/hnRhPDvgFz"
6.39789E+17	positive	TGIF! So happy it's Friday
6.39792E+17	positive	"Monday you can fall apart Tuesday, Wednesday break my heart Thursday doesn't even start It's Friday I'm in love TGIF!"
6.39793E+17	neutral	I really fucks with @cthagod and @djenvy .. Every Friday they play Katy perry last Friday night (TGIF) @breakfastclubam #TGIF
6.39795E+17	positive	"@KreelanWarrior it creeps up on you. One day it's Monday Bloody Monday and the next, TGIF!"
6.39797E+17	positive	TGIF! Less than a week til Bill Conger's lecture at 6pm on Sep 9. Make sure you come to #SoundsLike to see his work before u hear his talk!
6.39797E+17	negative	"TGIF....oh wait, I have to babysit for 7 hours all day tomorrow...."
6.39802E+17	positive	TGIF!!! Stop by the clubhouse between 12-2pm for FREE FOOD FRIDAY! On the menu: Tacos!!
6.39802E+17	positive	TGIF! Gr8ful for a blessed week &amp; greater weekend! Son finishes 1st week of college and that certain music festival to end the Summer!  :)
6.39802E+17	positive	Can't wait to see it filled with GLOWING Bubbles on 31 Dec!  HAPPY TGIF!  #bubbleglow5k #sentosa #silosobeach http://t.co/gHrLiN9sI8
6.39803E+17	positive	TGIF!!! Are you ready? Don't miss The Friday Night House Party w/DJ Tan on The Soul FM tonight at @ 9pm EDT http://t.co/8reiglWzIn
6.39806E+17	negative	Everyone's like TGIF!  And I'm over here like I work tonight. And a double tomorrow. And Sunday. And monday.  #grindin #needmoney
6.39814E+17	negative	...and TGIF!!! What a week... I really dislike the 1st and the 3rd.
6.39815E+17	neutral	"TGIF! Do you have any ideas for the new Enchanted Mum collection from @HCemmalou, available Wednesday? http://t.co/zF4carT9U9"
6.39818E+17	positive	TGIF! Celebrate your labor day in the water with SDSS. Free use of boards and suits after all lessons on Monday! http://t.co/E8ERAuhZnG
6.39819E+17	positive	"TGIF! Drop the brown bag, step away and come grab the BEST sandwiches in Indy! #PastramiOnMyMind #Indy #sandwiches #friday #lunch"
6.39819E+17	neutral	Thx for following us @BowlerDerek - how many cuppa's do you have every day? (I'm on my 7th...) TGIF
6.39824E+17	positive	Happy TGIF! And a long weekend too! May you weekend be full of many long runs and walks! #VictoriaMarathon
6.39825E+17	positive	"Happy Friday folks, TGIF!!!! Today the day to come on by!!! Also today the store is opening up at 12:30 today, sorry for inconvenience."
6.39838E+17	positive	Hello JP ladies and everyone. Hope u having a great day xx its friday yippee TGIF - bring on the weekend and enjoy xx
6.39838E+17	positive	TGIF tonight we will be close to the First Friday events on the Corner of Casino Center and Charleston The The... http://t.co/1E03rnZTtF
6.39839E+17	positive	TGIF! And what better way to spend a Friday than in the best apartments in Waco! Come tour and you could win a gift card! #TheHype #Lease
6.39839E+17	positive	"TGIF! Feature Friday is here with new Roxy, Fallen &amp; DC! Take a look: http://t.co/nio4sWQ3OO"
6.39841E+17	positive	TGIF must mean it's time to kick off the weekend in style at Central Scotland's biggest &amp; best Friday Night... http://t.co/u1MHh34cAU
6.39845E+17	neutral	TGIF - It's not a REAL Friday until you dribble coffee down the front of your shirt at work - at least it's a 3 day wknd!
6.39848E+17	positive	HAPPY TGIF!   I pray that everyone in the States has a safe and restful labor day weekend. See you all Sunday....pastor gary
6.39849E+17	positive	TGIF... For real... You have NOOOO idea how happy I am it's Friday
6.39851E+17	positive	"TGIF! Time to do the Happy Friday dance ...... oh, and get some awesome tacos to celebrate.  ;) http://t.co/XLXMnp6OZ0"
6.39852E+17	positive	"TGIF!  Does anyone else remember that movie from the 70s, 'Thank God It's Friday!' ?  It... http://t.co/9mR53fCyi1"
6.39853E+17	positive	"@GrobanWorldNews hi Groban World News its christa happy Friday! happy TGIF, I hope you have a nice bright shining day from christa"
6.3986E+17	positive	TGIF everyone I am so happy it's Friday!
6.39865E+17	positive	"TGIF! After you watch the Dawgs play tomorrow, don't forget to get your swim on! #godawgs #beatulm #laborday #tgif http://t.co/Z673l8rySt"
6.39876E+17	positive	TGIF! Please be reminded of our weekly bible study and Friday service at 7pm! See you there! #Power2Achieve
6.39876E+17	positive	TGIF and welcome to the weekend! Celebrate your first weekend at school with a Pep Rally tonight and a tailgate tomorrow! #ChargeUp
6.39878E+17	positive	This is the first time in four years I can actually say TGIF bc I finally don't have Saturday classes anymore #ThanksKUA
6.39895E+17	positive	"TGIF! DJ Sparkbox starts the weekend off right at 10 PM, then tomorrow we've got live music with See Water &amp; Feel... http://t.co/yCGkxvyk0Q"
6.39901E+17	neutral	"The quote ""TGIF"" doesn't exist when you work retail, it's more like ""thank goodness it's Tuesday"""
6.39903E+17	positive	TGIF is always better on Friday...especially when the love of your life is looking exceptionally beautiful @makwatkins
6.39909E+17	positive	Happy National Cheese Pizza Day and TGIF! Kick off your Friday with this deliciousness at #mamamiasfl  #Friday #Pizza http://t.co/4Sgh6kkxu7
6.39914E+17	positive	"TGIF! So happy it's Friday, we are super excited for the weekend, getting hooked up to try the Athens solace and virture on Saturday."
6.39916E+17	negative	TGIF but even tho it's Friday I'm not happy
6.39917E+17	positive	"The part in last friday night by Katy perry where they start chanting ""TGIF"" sounds like a sacrifice is about to happen"
6.39919E+17	positive	TGIF! Come out and celebrate the fact that it's a long weekend &amp; that tomorrow is GAMEDAY! We have Graham Harper... http://t.co/zea8QcOtIV
6.39923E+17	positive	TGIF - Enjoy the long weekend #YYC! We are sure the sun will come out at some point! :)
6.39949E+17	neutral	"Not for nothing is their motto TGIF - 'Thank God It's Friday.' They live for the weekends, when they can go do what they really want to do."
6.39949E+17	positive	@KrissyLynnxxx Sexxxy booty! Thanks 4 sharing the pic. Hope your Friday is going great today 4 U. :-) TGIF!!
6.39974E+17	positive	TGIF by Katy Perry just came on &amp; it's Friday AYEEEEEEEEE
6.39977E+17	positive	Just a typical Friday night spent @ TGIF w/ the squad
6.39984E+17	positive	TGIF....sensies!  What are you up to on this Friday night? http://t.co/nbpPUg5wYZ
6.39986E+17	positive	still playing TGIF playlist on spotify even if it's already saturday haha
6.39989E+17	positive	TGIF ~Happy #Friday! Get your #LaborDay #weekend started @#CalienteResort ~  #Friday in the Nightclub is #Caliente!! http://t.co/JREJC5tMDY
6.40051E+17	neutral	@cowcart1 We are getting ready to go eat at TGIF with my parents for father's day which is tomorrow but was booked out then. Made French ...
6.40554E+17	negative	"Yesterday was lastweek,and TGIF was two days ago,which was also last week, so how the hell is tomorrow monday?"
6.40844E+17	positive	"[Feast Makati Salcedo meets in AIM Conference Center this Tuesday!]   Join us for the brand new series ""TGIF:... http://t.co/B0LDKMfBV3"
6.40948E+17	negative	"this bitch said ""TGIF"" and it's Monday..."
6.41029E+17	negative	TGIF is totally meaningless when you have to work on Saturday..just sayin;)#PSYBringItOn
6.41041E+17	negative	"@thorharris666 or ""happy Monday"" or ""TGIF"" or... How about we all just shut the fuck up for a bit? The animals will appreciate it."
6.41418E+17	positive	"@merrittann_1998 And, fun fact...I watched full house episodes when they first aired every Friday on TGIF. Good stuff! ""You got it dude!"""
6.41569E+17	neutral	The only place to be for TGIF this Friday is MUSON Shell hall for 'FRIDAY NITE LIVE'. Don't miss it. It's almost... http://t.co/lulc0RUmob
6.41584E+17	negative	I prefer TGIS than TGIF now. Cause friday is always a stressful day
6.41595E+17	positive	TGIF! Know what would make your Friday even better? Winning a year supply of New England Natural Bak http://t.co/KbZ45Wstoj
6.41606E+17	positive	"TARA NA PINOY! Join us for the brand new series ""TGIF: Thank God I'm Filipino"" which begins this Sunday #FeelGodLove http://t.co/YgRAUx6mOu"
6.35327E+17	positive	With Tiger Woods only 2 shots back from the leader going into the final round tomorrow at the Wyndham... http://t.co/M8f7oktWdR
6.35328E+17	positive	I will go out and say it now! Tiger Woods will put together a solid 65 tomorrow and win!! You heard it from me first!!
6.35345E+17	neutral	Tiger Woods shot a 3rd round 68 on Saturday to tie for 2nd at the Wyndham Championship after 54 holes. Woods trails Jason Gore by two shots.
6.35355E+17	neutral	"Tiger Woods was 2 behind leader, Jason Gore, after the 3rd rnd but is in a strong position http://t.co/43ouISCIbP http://t.co/SZJlFjfS1a"
6.35365E+17	neutral	Is Tiger Woods form finally returning or is it a one off. Unlucky lip out on 18th but an aggressive putt.
6.35407E+17	neutral	@jamieseh Hi jamie I heard Tiger Woods was at -13 Under I Heard Tiger not Playing Sunday he did not make the Cut is this True? @Larzik ?
6.35417E+17	neutral	"Belgian Grand Prix, 100m Final, Super Sunday, The Ashes and Tiger Woods in contention tonight #SofaDay"
6.35423E+17	positive	Tiger Woods 2 strokes behind leader Jason Gore at Wyndham: Woods shot a 2-under 68 in the third round Saturday... http://t.co/QGLQ1djwnU
6.35438E+17	positive	Tiger Woods doesn't move the needle. He is the needle. Ratings for 2nd round of Wyndham up 243% over last yr. http://t.co/dI3FrndaHd
