NA	sentiment	tweet
6.41434E+17	neutral	I was thinking of buying a case of orchards cuz I have nothing to do tomorrow and I wanna just drink and watch netflix.
6.41436E+17	neutral	wish I could just stay in bed all day tomorrow and binge on Netflix
6.41436E+17	positive	I think I may actually be whipping through the Gilmore Girls series on Netflix too quickly... I'm gonna have to start over again!
6.41436E+17	neutral	"When I was little,I couldn't sleep the night before the 1st day of school. Now I'm sitting in bed wishing I would have watched more Netflix"
6.41437E+17	neutral	"Commitment issues, me? Nah, I just finished Vampire Diaries on Netflix...for the 2nd time."
6.41437E+17	positive	Netflix and chill season coming you way! https://t.co/daKiB3kWex
6.41438E+17	negative	@XboxSupport this is the 5th time I've asked now and not once have I been helped. Why do I get kicked off xbl when I don't watch Netflix
6.41438E+17	positive	"Too hot. Too cold. Rain. Sun. Snow. Clear. People always have an excuse not to vote. Online you say? Nah, I'm watching Netflix."
6.41439E+17	positive	@chlo_stiriz @_roxannenicole oh my god I'm obsessed. Soo upset they don't have the 4th season on Netflix though
6.41441E+17	positive	Tomorrow I will be reunited with my best friend for two and a half more weeks of sitting up all night &amp; watching foreign Netflix movies.
6.41442E+17	negative	Pissed bc I fell asleep watching Netflix without my WiFi turned on and now I only have 90% of my data left and it restarts the 20th
6.41444E+17	positive	"@WoganHeidi the 5th quarter on Netflix is so good and sad, you should watch it if you haven't already!"
6.41444E+17	neutral	I need to find a movie to watch . The only time I actually watch tv is on Sunday's and Monday's other then that it's either Hulu or Netflix
6.41448E+17	positive	@d_mayer420 I just bought the 5th season &amp; I stay on Netflix lol!
6.41448E+17	neutral	@_ambermarieee and the 6th season is playing on tv right now? They needa put the 5th on Netflix already lol!
6.41449E+17	positive	- Just found out season 3 of Arrow is going to be on Netflix October 7th
6.41449E+17	negative	Why would Netflix decide there's a fucking audio problem 3 episodes I'm man c'mon! You wouldn't take the spoon from the fiend would you
6.41449E+17	positive	".@OpieRadio watch ""Video Games:The Movie"". It's in Netflix and it starts from the 1st video game from the 50's up until the systems now"
6.4145E+17	positive	Tomorrow's my Friday! I need it. Bout to lock myself in and watch Netflix till gym time.
6.4145E+17	positive	Hahaha pass offs are tomorrow. I have nothing memorized. I think it's time for more Netflix.
6.41451E+17	positive	I'm just gonna Netflix and chill tomorrow again
6.41451E+17	positive	"Thank you God for allowing another episode of Law &amp; Order to be put on Netflix. Tomorrow night will be nothing but pancakes, puppy &amp; SVU"
6.41452E+17	neutral	@Amber_Raynexxx a sad but true story Ms. It's also part of the reason I cut myself off chicas under 25.  But c'mon I luv Netflix AND chillin
6.41453E+17	neutral	I start school tomorrow and it's almost midnight and I'm still watching Netflix
6.41453E+17	positive	16th season of law &amp; order svu is on netflix you're welcome
6.41454E+17	neutral	@hulu If you don't support a 5th season of #Metalocalypse I will be forced to give my entire 2.6 billion dollar fortune to Netflix.
6.41454E+17	neutral	Tomorrow morning is going to come really fast for class but yet I'm still watching Netflix because college
6.41456E+17	neutral	@Half_Black_Zach it may just need to happen. I'll bring my Netflix and all. Start a trend #noshame
6.41457E+17	positive	I'm really bored guys idk if you can tell I'm gonna have a Netflix marathon tomorrow suggest things I could watch
6.41458E+17	neutral	"Netflix addiction problems: it's midnight, I have to get up early tomorrow, and I want to watch everything. #notenoughhoursinaday"
6.41459E+17	negative	"@littlemak_ @Aaron_Sawyer_ aaron, if you take my Netflix and chill girl we are fighting tomorrow"
6.41459E+17	positive	Real committed to watch Netflix all day Wednesday
6.4146E+17	neutral	Dear White People is on Netflix. I'll have to watch it tomorrow after school
6.4146E+17	positive	reason #19387483 that my dad is the coolest human: he is currently obsessed with friday night lights on netflix
6.4146E+17	positive	"@AudTheGing little, it goes on Netflix on October 5th I think!!!"
6.41461E+17	neutral	"I'm not doing nothing tomorrow, just gonna sit at home and watch Grey's Anatomy on Netflix."
6.41466E+17	neutral	"When you're 33, sitting at home watching Netflix by yourself, can it still be considered going up on a Tuesday?"
6.41469E+17	neutral	Everyone on insta: I'm going to miss hanging w/ friends &amp; sun Me: im going to miss watching Netflix all day
6.4147E+17	neutral	Correction... #TheSuicideTheory will be available on Netflix TOMORROW (U.S.). Check it out and follow @TSTFilm
6.41473E+17	neutral	@grace_march I'll check tomorrow to see if it's on Amazon or Netflix :)
6.41473E+17	positive	I got my 1st achievement on the xbox one: watch Netflix 7 days in a row.
6.41474E+17	positive	Netflix set to make new series of Charlie Brooker's dystopian drama Black Mirror | Media | The Guardian http://t.co/lLW1XQnIwh
6.41476E+17	negative	Netflix and sleep. I have to get up early tomorrow and I don't want to. I'm still recovering from T. Swift.
6.41477E+17	negative	"C'mon, Netflix...for nearly sucking cable TV dry and being every young adults favorite reason to procrastinate, you should have so much more"
6.41477E+17	positive	Have tomorrow night off from work and no hw... I'ma Netflix and chill with my dog tomorrow night :-)
6.41478E+17	neutral	"At least once a week I'll be in my bed watching Netflix and think to myself ""i should go to the tailor tomorrow"" but it never happens"
6.41479E+17	negative	@meeegnw omg I can't believe they would make another one after how terrible the 2nd one was.. Is it on Netflix?
6.41479E+17	neutral	@NetflixUK cancelled my Netflix in June but it has taken 2 payments out. Who do I contact about this?
6.41479E+17	neutral	"@SpiciestPenny fuck this...I'll see if you win tomorrow cause I'm gonna go Netflix &amp; chill with myself, later"
6.41481E+17	positive	@Miohael5SOS can we Netflix and chill tomorrow instead of me going to school?
6.41481E+17	positive	@MisssConceived if you've ever seen Friday night lights on Netflix you look like Lila Gearity!!!!!!
6.41485E+17	positive	I'm on Netflix tonight while eating cheesecake. Tuesday night for the win
6.41485E+17	negative	"I give movies with 2 stars a 5 on Netflix because if I sat through this piece of shit, I want you to as well."
6.41488E+17	neutral	"I just spent like 45 minutes looking for something to watch on netflix, hulu, and amazon prime and settled on the 1st Power Rangers movie"
6.4149E+17	positive	Been rewatching 3rd Rock from the Sun on Netflix. Still funny esp the first two seasons. Have you seen it?
6.41492E+17	neutral	Netflix just asked me if I'm still watching for the 3rd time.. so that's how my life is going.
6.41493E+17	negative	When you were gonna get some Netflix and Chill sex tomorrow but you start your period http://t.co/NiXKyrvFMR
6.41494E+17	neutral	Looks like it's gon be Netflix and dick in your mouth  https://t.co/0cNaXTMZ1j
6.41497E+17	positive	I don't have work tomorrow so I am going to watch Netflix and stay up and probably fall asleep at a decent time anyways
6.41499E+17	positive	@bts_twnk oh okay u said it was on Netflix right? Maybe I'll watch on Friday
6.415E+17	positive	"I literally finishing an entire season in one day. I'm an addict. Today netflix dot com, tomorrow crack cocaine."
6.41501E+17	neutral	Foxtel is arguing for media reform because Netflix could buy the rights to the Melbourne Cup...seriously http://t.co/Rub2GXGDT7
6.41502E+17	positive	My 4 day weekend = binge watching old episodes of Saturday Night Live on Netflix
6.41504E+17	positive	@overcaffeinated Netflix are about to make some more: http://t.co/Q2UYbUhN3a
6.41506E+17	positive	she gave me her Netflix password . . . I've crossed over to 3rd base.
6.41509E+17	neutral	They should have all the Friday movies on netflix.
6.41527E+17	positive	Last episode of the league on netflix..then its new episodes on FX tomorrow
6.41527E+17	positive	"@Hypable all good, I'm excited about a 3rd season finding home on Netflix. Just want to make sure the readers have the news as it develops"
6.4153E+17	positive	"@judgejules1311 there is no horror to it! First season is the best, second is dreadful! Third is ok, just waiting for 4th on Netflix ha!"
6.41532E+17	positive	I think Wednesday is the day which you lay on bed all day watching Netflix and eating ... No school no shit
6.41536E+17	positive	I may have just renewed my Netflix because I wanted to rewatch Once Upon a Time
6.41537E+17	positive	@Lisageek24 I discovered a Netflix series you may like cause Dinos and Trucks! Dinotrux! https://t.co/31xvmdESLG
6.41539E+17	positive	Woooohooo. Netflix coming to Singapore. Finally..I live in a country part of the 21st digital convenience revolution http://t.co/40FsKbo654
6.41541E+17	neutral	It's tough going when you start watching a show on Netflix w/ 5+ seasons when it's only the 3rd week of classes &amp; can't afford to get behind
6.41545E+17	neutral	"I want it to rain tomorrow and Friday so badly , just take away the heat or make it a day I can come home and watch Netflix and just knock."
6.41547E+17	neutral	Dunno why I didn't think of downloading the Netflix app to watch pretty little liars whilst sunbathing until the 4th day of the holiday
6.4157E+17	neutral	This thing says that Boy Meets World would be on Netflix on August 23 but I see nothing and I'm V upset about it. Capital V.
6.41586E+17	negative	"@theEMlNEMshow sorry I don't want to ""Netflix and chill"" right now Mar Mar"
6.416E+17	positive	"Yeah, @beachgurlnani our data resets tomorrow, but don't burn it up on the road this weekend watching Netflix! http://t.co/SQNleG9WYX"
6.41601E+17	positive	"@TheDrake1001 @alangdon17 may just wear helmet while I watch Kevin Hart on Netflix...lol, but wife wants to go so ya know what that means."
6.41611E+17	neutral	so I have the whole afternoon off college and I'm sat in bed watching netflix alone
6.41617E+17	positive	"we may be poor...but cuddling with my kitten in bed w/ wine, chicken wings &amp; tacos to candle light and Netflix isn't the worst... #netflix"
6.41619E+17	positive	"I have much to do before tomorrow, so the logical thing to do is watch Netflix all day, obviously"
6.4162E+17	positive	Oppenheimer's Jason Helfstein reiterated the firm's Outperform rating on Netflix $NFLX ahead of Wednesday's Apple Inc $AAPL
6.41622E+17	positive	Netflix has its eye on four new markets in Asia for launch next year: Netflix said Tuesday it will bring its t... http://t.co/Z6WgOrBXyL
6.41623E+17	positive	ive been to the library twice and both times ive sat in swanky chairs watching netflix #lit #collegegoals #woo
6.41624E+17	positive	@Halleywood I'm going to need to catch up...I only just started watching the 3rd season by accident. lol. Are the 1st 3 seasons on Netflix?
6.41632E+17	neutral	"Not so jazzed about the newest selections coming to Netflix. God, I may actually have to leave the house and do things."
6.41634E+17	positive	Longmirepremieres tomorrow on Netflix! Thank you Netflix for picking up season 4!
6.41641E+17	positive	Every time the sun shines I'm happy when it rains I just wanna cuddle with you to be warm ...wanna Netflix and chill
6.41642E+17	positive	@jonathan128k I have this coming from Netflix tomorrow! Never saw it before.
6.41652E+17	positive	Since we're doing nothing in 6th hour I'm just gonna watch Netflix :-)
6.41652E+17	positive	Season 4 of Longmire Premieres tomorrow September 10 on Netflix. Great Cast &amp; Crew. I play the role of Guy. Enjoy! http://t.co/IcNyr4KCxA
6.41652E+17	positive	should i read for my quiz tomorrow or procrastinate and just watch netflix instead?
6.41654E+17	positive	"My PS3 is finally here and Netflix has returned, may the procrastination begin"
6.41657E+17	positive	They are more usually seen behind bars in the Netflix original series. But on Sunday the trio had a whale of a time at the Billie Jean
6.41661E+17	positive	.@brc_222 #brc222 Interesting! It's going to be a challenge for Apple to top Netflix originals though! #OITNB  https://t.co/uUN66dkB7w
6.39469E+17	neutral	Someone run the Nike trail with me Saturday morning
6.3947E+17	neutral	"Want to win Random Daily Giveaway #7 September 3, 2015 Prize: $25 Nike e-G? I just entered to win and you can too. http://t.co/WfQZNhuI7n"
6.39474E+17	positive	I'm in Nike shorts and a tank and some bitch just asked if I work at pac sun....bye
6.39487E+17	positive	"You may have seen them from Nike Soccer, but now you can have them from Soccer Stop NC! Nike has again innovated... http://t.co/h5ei6g0dcf"
6.39504E+17	neutral	@billboardmodel wiz is that kid from 8th grade who made sure everyone knew how much weed he smoked &amp; wore huff socks and Nike slides
6.39535E+17	negative	Gonna look like a cunt tomorrow when I roll up with Nike jaw string bag
6.39552E+17	positive	Just got my 2nd pair of Adidas. The new designer been killing Adidas since he left Nike.
6.39561E+17	positive	Nike's Phil Knight may give another training facility to the University of Oregon: https://t.co/liynpjrf0N
6.39636E+17	neutral	@KaidenPummill you sound like the ever so common Nike shirt that everyone had in the 6th grade
6.39651E+17	neutral	should I be fine af tomorrow for school or just wear Nike shorts like the norm
6.39653E+17	neutral	"@_NDP After Nike, Adidas, Jordan and UA I think you put Peak at 5th. But your right they need to be careful can't afford to slip up."
6.39682E+17	positive	Nike socks on like he tryna dunk on his 5th grade teacher after a pop quiz
6.39723E+17	positive	@LilDevo60_ if I fade 1st colony later on the h60d ima hit you with some spliff Nike's
6.3974E+17	positive	Closer look at the Nike LeBron 12 What The. Coming tomorrow.  http://t.co/6OhXmVSp8P http://t.co/gwY7ULSa1q
6.39787E+17	negative	"nike air force 1 low and adidas superstars are two of the most grubby, hideous trainers going. you may as well just go out in glittery crocs"
6.39807E+17	neutral	@nikestore what time will the Anthracite 9s drop tomorrow on Nike
6.3984E+17	neutral	"Bus stops = a face full of Nike air max and ellesse jumpers. Calm your self, the benefits've got to last till Monday. #chavbants"
6.39843E+17	neutral	Nike Debuts Air Jordan VI Retro Golf Shoe: The golf industry may be in the sales bunker but Nike hopes amateur... http://t.co/Th3RWk9on7
6.39851E+17	neutral	Start my new job Saturday thank god that come in fast cause Nike was way too unorganized for me I wasn't fucking with it.
6.39863E+17	positive	Use code PUMPED on Nike's clearance to get an extra 25% off. Ends on the 7th.
6.39865E+17	positive	"I crushed a 7.5km run with a pace of 4'45"" with Nike + iPod.  #makeitcount  #nikeplus #september : http://t.co/vOYVLSkvGV"
6.39873E+17	positive	More photos from last night's Firsty Thursday Pub Run with Nike Running and Twisted Oak Tavern!
6.39876E+17	neutral	Nike running app tells me i have a 6mi run tomorrow like really guys it's Friday night
6.39878E+17	positive	"Yesterday you said Tomorrow, Just do it  - Nike"
6.39916E+17	positive	"@avstn Yeahhhhh fam, Or I may just go to the outlets and hit up the Nike Factory. God would bless me if they are on the clearance shelf haha"
6.39936E+17	positive	We're teaming up with Nike to host one heck of a birthday bash next Wednesday. RSVP here:  https://t.co/59a8aul3Jv
6.3994E+17	neutral	Sold Out OSU NIKE WEEK ZERO v6 amp Available. Men's Size 10 for $230. Local pickup in the Buckeye City. Available before Monday's Game.
6.39964E+17	neutral	"Shit Nike joints be 35/40, u may as well do it lol  https://t.co/ap8QOSWmVe"
6.39977E+17	positive	Check out these Labor Day Weekend sales going on now through Monday at our Nike Clearance Store: 40% off all... http://t.co/ffp2Q76ZC9
6.39986E+17	positive	I was in the club Wednesday with Nike shorts and a T. I guess Nike shoes and a T is ok for tonight right?
6.4001E+17	positive	Tomorrow I will be in Nashville wearing a too tight dri-fit Vols shirt and some Nike shorts that were so high I had to make payments on em.
6.40035E+17	positive	I've got a picture to show Taylor tomorrow and she's probably not gonna like it because she's a hater. Adidas &gt; Nike
6.40165E+17	positive	Today should be on Nike tomorrow Glasgow to Edinburgh cycle so won't see Monday work so will miss it &amp; off Tuesday ???? My mojo has gone
6.40255E+17	neutral	"@CutlerRidgeLAZ happy Saturday, anyonr  buy the new adidas jersey, what is the sizing like to nike? Nike always fit me small"
6.40273E+17	positive	@nikestore GOT 'EM after 3 min using the SNKRS app! Going forward I hope all Saturday releases could go as smoothly. Thank you Nike.
6.40282E+17	neutral	"You don't win silver you lose gold.Nike advert at 1996 Atlanta Olympics . . .C'mon,let's go for gold!"
6.40326E+17	negative	This dude at the Nike store used a changing room to try on shoes. C'Mon Man
6.40345E+17	negative	It's Saturday night in Vegas. I'm stuck with no clothes. Wonder if I can go out and have a good time in my Nike gym outfit? @SouthwestAir
6.40383E+17	neutral	NIKE EMPLOYEE'S: If anyone want to work tomorrow at 5am call!!!!!!!!!!!!!!!!!!
6.40463E+17	neutral	@DVATW @helenketting  very destitute with their I phones sat nav an Nike tops ! Some were in Internet cafes in Hungary just had to check in
6.40496E+17	negative	@Mahogany502 Can't blame Nike if you sign a shitty contract in the 1st place
6.40507E+17	positive	"Great game yesterday @josh_dobbs1   Sat by your mom. Lovely lady, but why was she was rockin all Addidas gear? Momma deserves some Nike."
6.40585E+17	positive	@ShockerSara @jdjoe22 Just got off the phone with Nike. The official release of the t-shirts will be next Tuesday. Be......aroused.
6.40594E+17	positive	@Dwrightqb10 we out here at the south Nike tomorrow 3-10 come thru bc my Nike is&gt;&gt;&gt;
6.40594E+17	positive	ENDS TOMORROW and the good stuff is going FAST Extra 25% off Nike at http://t.co/G1s5r9m4Aq w/coupon PUMPED http://t.co/eKbwFEvcvk
6.40614E+17	positive	That moment when u realize u may be single handedly supporting the entire Nike corporation. But can u really ever have too much #Nike stuff?
6.40647E+17	neutral	"@DavidMaxedon @rockytopinsider may just be the Nike gear but everyone also looks larger in the ""Core"" area."
6.40686E+17	negative	"My little brother comes home with nike elite socks and jordans, when i was in 6th grade i got wilson socks and clearance shoes from Olympia"
6.4069E+17	neutral	On Tuesday I will be wearing double Nike socks with leather sandals
6.40706E+17	positive	today I wore my neon Nike pros to rush. today I also discovered that in the sun you can see my neon Nike pros through my dress #geauxgreek
6.40766E+17	positive	@SevaelFon Check with your local Nike retail locations for release info. Only online has been confirmed for September 11.
6.40783E+17	positive	Some body come with me to the Nike outlet tomorrow
6.4085E+17	positive	i need to figure out what shoes im going to buy tomorrow NIKE OR ADIDAS SUPERSTAR BC MY BROTHER HAS ONE AND I WANT TO HAVE IT TOO
6.40853E+17	positive	@atkfans2015 @atletidekolkata  its not. Nivia will be associate kit... but the match kit may be nike!
6.40907E+17	neutral	"Nike has been talking about going ""sweatshop free"" since the 90's and it still hasn't happened. C'mon now."
6.40907E+17	negative	"@OnTheManney @hbryant42 I don't think Nike was ever an option. Part of it may be the small, inexperienced management team he's kept around."
6.40917E+17	negative	Nike didn't have what I needed so now I need to order it online AND I NEED IT TOMORROW IHML
6.40935E+17	negative	I'm going to see how long I can go without getting caught for wearing Nike shorts tomorrow ..
6.40944E+17	neutral	Everyone will play tomorrow at Millstone against West. Wear either of your new Nike polos from this season with black shorts/skorts.
6.40944E+17	positive	"@Leanne_Cohen you know, I've only just recently bought my 1st ever pair of Nike! X"
6.40993E+17	positive	"Don't forget #JagNation, Wednesday is #jagWEARwednesday! Show us your best #JagSwag and you could win a Nike t-shirt! http://t.co/ZP7ZCRaQsq"
6.41019E+17	positive	I may have screamed when I saw this in the Nike store http://t.co/AvcDJgF64x
6.41043E+17	neutral	Kanye shoulda toughed it out with Nike just a lil bit longer  https://t.co/fNpzt4mmcN
6.41066E+17	neutral	@nikestore will I be able to pick up at the Nike store on 5th or is it just online only?
6.41073E+17	positive	"@MattGuye @ndfremeau @KyNDfan @HLS_Biscuit not until they are back with Nike. Until then they are ""sun"". (Google this. It's funny)."
6.41099E+17	neutral	"... But don't worry, I'll just take a nice 3 hour nap in the Nike lounge at the RPAC tomorrow cause that's basically all I do at school"
6.41101E+17	neutral	Can't wait to see how much Nike the freshmen wear tomorrow
6.41146E+17	positive	I'm going to the Nike employee store tomorrow and I'm so fucking excited
6.41148E+17	positive	Here's the 1st part of Nike's very interesting topic on genlivecast http://t.co/OKafD7ezES
6.41197E+17	neutral	"I Want to be #UltimateNikeFan bt don't hav any Nike Product.Hope dey will Send me some products.So,That i may fall i love with @Nike @myntra"
6.41209E+17	neutral	Seriously can things just go right in my day?! Turns out the Nike run is tomorrow
6.41236E+17	positive	@ASOS I really want to order my husband some Nike air max 90s for 1st anniversary tomorrow. Could you offer me a free next day delivery code
6.41288E+17	positive	Put Saturday in your diary if you want a pair of Nike Air Presto. There will only be 80 pairs in store at Nike! http://t.co/B033AcE2Gz
6.41311E+17	positive	Are you interested in interning with Nike? Nike Info Session: September 16th at McClelland Park RM 402 from 5pm-6pm http://t.co/1fHqjGTJQ5
6.41313E+17	neutral	@BELLEionaire tomorrow is the last day. Trying to decide if i wanna go on this Nike run or go to that.....
6.41345E+17	negative	@matthew_west be careful that you're not using the same font as Nike or they may say it's trademark infringement for their slogan just do it
6.41355E+17	positive	"For the 2nd consecutive year, the #Patriots and Nike will release new Lunar Force 1 sneakers. http://t.co/H9F0wlDwFU http://t.co/c0oNUqs9Xg"
6.4141E+17	neutral	Well it's about damn time Nike  https://t.co/dZWhYDUpgD
6.41411E+17	positive	"Looks like all releases Nike / Jordan will be raffle, I can dig it. Fck the bots! https://t.co/y13PRL0ACc"
6.41413E+17	neutral	Nike trying to change the online game  https://t.co/NiNWuP1P62
6.41415E+17	positive	"@TheUVAFool it may be because I'm younger, but I loved the helmet. If Nike is giving us all that money, you have to experiment a little."
6.41418E+17	positive	New Hurley thongs and slides all featuring the Nike free technology sole #treatyourfeet feel the sun on your toes... http://t.co/u3RwPlhWfw
6.4142E+17	neutral	tried to order a Nike case for my phone &amp; that shit said expected shipping October 2nd nah nvm lmfao I'll get the charger case instead
6.41426E+17	neutral	@nikestore will u guys be giving out tickets for the Nike flyknit racer 2.0 that's coming out on Friday 9/11/2015?
6.41429E+17	neutral	so tomorrow is picture day but idc so i'm just going to pretend likei forgot and go in nike shorts. whoopse.
6.41432E+17	positive	"I love my Nike players!! Way to go Serena! Expecting great things from you tomorrow, federer!"
6.41449E+17	positive	S/O to the kid who's gonna show up in that all neon Nike outfit tomorrow
6.41457E+17	neutral	I might wear my Nike slides tomorrow just for that tweet
6.41474E+17	negative	Dressing ghetto tomorrow with my Nike sandals no socks looks like gotta cut my toe nails
6.41478E+17	positive	"Think this is great advertisement for Nike. Although it may be unconventional, very emotional and inspiring #M300F15 https://t.co/qDBAPmiQUf"
6.41503E+17	neutral	#AndThatsHowTheRiotStarted Nike invents the ultimate inner city shoe. Then only has 5 pairs made for black Friday. Go gettem!
6.41562E+17	neutral	Serena Williams is also with Nike. They may pay her less for winning because she wins all the time - ( Source: 2paragraphs)
6.41596E+17	neutral	In light of the recent Nike drawing announcement for online orders we will keep flyknit orders for now and refund if needed come Friday.
6.41604E+17	positive	@nikefootball may you pleease make Nike mercurial Vapors in all white with an gold under sole? It would be a big hit!
6.41607E+17	positive	Wednesday's One Minute Warm Up:  a chart of the 330 punts last wknd &amp; Pats ower Robert Kraft gets his own Nike shoe http://t.co/pMX9GzB22Y
6.41622E+17	positive	#FRESHKICKS: Nike's online raffle system may have finally beaten the bots: http://t.co/yQkE16B3SA #SineadFresh
6.41624E+17	positive	BAM LIFESTYLE Nike's Online Raffle System May Have Finally Beaten the Bots http://t.co/rFI03ByIGr
6.41625E+17	negative	"White girls be so annoying with accessories, why you wearing a striped sun dress with a Nike hat and coach bag???!"
6.41634E+17	neutral	@NikeLamboBots is it true that Nike pushed back ovo release till October 3rd?
6.41653E+17	neutral	"Diego sat down and talks about van life, Toy Machine, and his new role as Nike team dude back in Argentina. http://t.co/8WehDDsT4t"
6.38507E+17	negative	I don't have the money for this NINTENDO STOP IT https://t.co/kseLZKxBYo
6.38513E+17	neutral	On August 29th 2014 Nintendo announced the New 3DS and 3DS XL. A year later the US is finally getting the smaller model.
6.38531E+17	neutral	"@ksizzleNJ I'm down for that obviously, but does Nintendo want that? The world may never know"
6.38552E+17	neutral	I might actually jump through the Nintendo monetization hoops. They'll get ad revenue from it either way. May as well claim some of it :P
6.38558E+17	positive	Nintendo releases new 3DS with new Animal Crossings bundle. #klgg #nintendo3ds #gaming http://t.co/F3YMIDHmIP http://t.co/lBZ3a4tSrL
6.38614E+17	positive	I finally got around to playing Shovel Knight. I just beat the 1st level &amp; I'm already in love with Nintendo's newest amibo:)
6.38627E+17	positive	Standard New Nintendo 3DS Coming to North America in September: Nintendo announced today that the standard New... http://t.co/m7CozB27hj
6.38659E+17	neutral	"If youkblow hard enough on an old Nintendo cartridge, Mar.o will apjeae and give you three extra lives."
6.38659E+17	neutral	Xmas Deal Alert Original Nintendo Game Boy Console with 4 Games + Mad Catz Car Charger:  $39.99End Date: Thurs... http://t.co/k8pJ90I43t
6.38695E+17	positive	Officially out of office hours until the 8th!  In my back pack: Nintendo and Mario Bross YES Mp3 YES Bikini YES... http://t.co/IhpcPORgBG
6.38788E+17	neutral	Nintendo of Europe decreased the size Target's Mario amiibo during November 21st
6.38797E+17	positive	@Sethrogen Saturday is our annual drinking mario kart tournament. If you're in the UK and fancy beers and Nintendo feel free to come join us
6.38826E+17	neutral	Nintendo NES System Console with Super Mario &amp; Duck Hunt.:  $85.00End Date: Thursday Oct-1-2015 1... http://t.co/GY5WZNOmo9 #RETROGAMING
6.38849E+17	negative	"Well, after more than 2 years I just got a copyright notice from Nintendo on my 2nd oldest video. The culprit? The Wind Waker's main theme."
6.38862E+17	neutral	Man c'mon Nintendo we could get a Mega Man helmet in Splatoon with the amiibo just DO IT
6.38865E+17	neutral	"Minimap is here with all the news about Metal Gear, Deus Ex, Hamlet, Ace Attorney, Nintendo, Amazon and PS4! https://t.co/un1PAeB0Xz"
6.38925E+17	neutral	"@Alison_prime Disregarding that...I mean, c'mon. Seriously... Nintendo. Japan. In the 80s. You really think they went that route?"
6.38936E+17	neutral	like Nintendo could come out tomorrow saying that Kirby is gay. that would literally change nothing about Kirby games
6.39026E+17	positive	"@Beemercanada Let's make him more likely to be confirmed  #Isaac4Smash #Isaac4Smash! #ISAAC4SMASH! C'mon, Nintendo, this is our childhoods!"
6.39067E+17	neutral	@Bendilin @TheFrenchCritic With Nintendo's policy on their flagship exclusives? There are better odds of the sun going supernova in 10 secs.
6.39101E+17	positive	You can now make your own Super Mario levels on Nintendo's 30th birthday http://t.co/jjjZPJhG0b http://t.co/H1e89MbvWy
6.39136E+17	negative	"1st party Nintendo games stay stupidly expensive. Why is Mario Party 9 still $44.99 most places? Definitely not the ""QUALITY"" of the titles."
6.39142E+17	positive	@DanteReborn I honestly think the Super Mario Bros 2 set is coming.  Nintendo wanted to concentrate development on the more-similar sets 1st
6.39148E+17	positive	My Super Mario Maker review for the Daily Dot - this is the online community Nintendo fans have always wanted. http://t.co/dTSqTbPMFG
6.39172E+17	positive	"@SapphireGamma @StarlightAurora Sorry, had to go home.  Nintendo's priority with the NX should be having a good 1st-party launch lineup."
6.39183E+17	neutral	"@Pyfbrown @LordCynico This is life not Disney or Nintendo rules! Not all agree, different tastes &amp; may hate the things you like! Simples!"
6.39231E+17	negative	@Yuriofwind Nintendo should stop making Mario Party and make GOLDEN SUN 4 BABY. ...I'll see myself out.
6.39243E+17	neutral	@MatPatGT #GTLive theory: how all of Nintendo's characters (and others too) get together in one world and why the 1st thing they do is fight
6.39251E+17	neutral	@Xbox  What do you think happened with Nintendo 3rd party?
6.39278E+17	neutral	@MichaelAWoodJr Ask how old they were THE 1st time it happened. I was 12. I had nothing but a Nintendo cartridge on my person. Megaman 2
6.3928E+17	positive	Nintendo celebrates Mario's 30th Anniversary with Super Mario Maker. Quite possibly the best reason to own a... http://t.co/OpcQVms69d
6.39321E+17	neutral	Nintendo SNES Bundle with 6 Games + Super Gameboy:  $89.99End Date: Friday Oct-2-2015 22:27:11 PD... http://t.co/kbUvnORrl8 #retrogaming
6.39329E+17	positive	@IsaacMalvo @NintendoAmerica Golden Sun helped build the handheld franchise of Nintendo. Isaac deserves his spot.
6.3935E+17	positive	"Gon get smashed! The Nintendo kind though, not the drunk kind. Right?..right? https://t.co/gH5X0qBaeR"
6.39557E+17	neutral	"New Amiibo wave rumored to include Luis Ramirez (Marine) and Bryyus the First, Nintendo Direct scheduled for tomorrow"
6.39608E+17	neutral	@HMKilla i think nintendo may have scraped zelda wii u completely if they haven't brought out any new info on it that's what i think
6.39739E+17	neutral	#startup Nintendo Game boy player with start up disc for gamecube:  $49.38End Date: Sunday Oct-4-2015 1:55:27 ... http://t.co/t0TTDccryh
6.39744E+17	positive	"Hey Nintendo, is the new Sept 25 3DS only a limited edition bundle in NA, or is that 3DS here to stay? Also, will EU faceplaces work on it?"
6.39757E+17	neutral	Nintendo SNES Console with star fox:  $65.00End Date: Monday Sep-14-2015 3:33:29 PDTBuy It Now fo... http://t.co/IrAfQEc8lB #retrogaming
6.39798E+17	neutral	"On 2nd thought, the NX rumors don't completely make sense because Nintendo is already planning smartphone games"
6.39863E+17	neutral	"Find us right here tomorrow for @logtournament with @KissFMUK and Nintendo ""pew pew"" http://t.co/9D2Q2nzjk1"
6.39874E+17	neutral	"@Spacekatgal @kadybat and if Nintendo came out and said ""nope, we declare she is a cis woman"" while that may make it ""official canon""..."
6.39898E+17	neutral	"I just read a rumor that the Nintendo NX may not have an optical drive, and I'm just like, ""are you TRYING to fail now, Nintendo?"""
6.39921E+17	neutral	"@jrconway3 @BitnerdGX Sure, it may not be in a direct sense. But Nintendo gives GX the support by sending them coverage and press releases."
